Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Intracellular Monoatomic Cation Homeostasis (GO:0030003)	5/190	4.241752e-02	2.042324e-01	0	0	2.718642e+00	8.591435e+00	CCL8;SCARA5;CCL7;CCL19;BMP6
GO_Biological_Process_2023	Cardiac Muscle Contraction (GO:0060048)	2/33	4.289395e-02	2.042324e-01	0	0	6.441512e+00	2.028448e+01	GSN;TPM1
GO_Biological_Process_2023	Lung Development (GO:0030324)	2/33	4.289395e-02	2.042324e-01	0	0	6.441512e+00	2.028448e+01	BMP4;SOX11
GO_Biological_Process_2023	Positive Regulation Of Interleukin-12 Production (GO:0032735)	2/33	4.289395e-02	2.042324e-01	0	0	6.441512e+00	2.028448e+01	CCL19;HSPD1
GO_Biological_Process_2023	Positive Regulation Of Nitrogen Compound Metabolic Process (GO:0051173)	2/33	4.289395e-02	2.042324e-01	0	0	6.441512e+00	2.028448e+01	KLF4;KLF2
GO_Biological_Process_2023	Positive Regulation Of Protein Dephosphorylation (GO:0035307)	2/33	4.289395e-02	2.042324e-01	0	0	6.441512e+00	2.028448e+01	PPP1R15A;CAMTA1
GO_Biological_Process_2023	Regulation Of Amyloid-Beta Formation (GO:1902003)	2/33	4.289395e-02	2.042324e-01	0	0	6.441512e+00	2.028448e+01	EPHA4;NTRK2
GO_Biological_Process_2023	Positive Regulation Of DNA-templated Transcription (GO:0045893)	19/1243	4.331048e-02	2.042324e-01	0	0	1.593110e+00	5.001347e+00	NGFR;IL33;OSR2;JAG1;SOX11;NFATC1;RORA;POU3F1;KLF4;RUNX3;AGT;BMP6;KLF2;BMP4;SFRP2;ZC3H12A;AGRN;RREB1;ATF3
GO_Biological_Process_2023	Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760)	3/78	4.340163e-02	2.042324e-01	0	0	4.005076e+00	1.256496e+01	IL33;TYROBP;CCL19
GO_Biological_Process_2023	Epithelial Cell Differentiation (GO:0030855)	4/132	4.368612e-02	2.042324e-01	0	0	3.136480e+00	9.819454e+00	BMP4;SCUBE1;JAG1;ANXA1
GO_Biological_Process_2023	Protein Localization To Membrane (GO:0072657)	5/192	4.402989e-02	2.042324e-01	0	0	2.689291e+00	8.398351e+00	ANK3;PTN;GAS6;AGRN;NKD2
GO_Biological_Process_2023	Negative Regulation Of Cellular Component Organization (GO:0051129)	3/79	4.479378e-02	2.042324e-01	0	0	3.952177e+00	1.227422e+01	TMEFF2;CRYAB;BMP6
GO_Biological_Process_2023	Positive Regulation Of Endocytosis (GO:0045807)	3/79	4.479378e-02	2.042324e-01	0	0	3.952177e+00	1.227422e+01	C3;CCL19;GAS6
GO_Biological_Process_2023	Regulation Of Metal Ion Transport (GO:0010959)	2/34	4.528157e-02	2.042324e-01	0	0	6.239899e+00	1.931158e+01	BCL2;ANK3
GO_Biological_Process_2023	Apoptotic Mitochondrial Changes (GO:0008637)	2/34	4.528157e-02	2.042324e-01	0	0	6.239899e+00	1.931158e+01	BCL2;HSPD1
GO_Biological_Process_2023	Embryonic Skeletal System Development (GO:0048706)	2/34	4.528157e-02	2.042324e-01	0	0	6.239899e+00	1.931158e+01	OSR2;SOX11
GO_Biological_Process_2023	Negative Regulation Of Interleukin-6 Production (GO:0032715)	2/34	4.528157e-02	2.042324e-01	0	0	6.239899e+00	1.931158e+01	ZC3H12A;GAS6
GO_Biological_Process_2023	Negative Regulation Of Mitotic Cell Cycle (GO:0045930)	2/34	4.528157e-02	2.042324e-01	0	0	6.239899e+00	1.931158e+01	BMP4;ZFP36L1
GO_Biological_Process_2023	Regulation Of Blood Circulation (GO:1903522)	2/34	4.528157e-02	2.042324e-01	0	0	6.239899e+00	1.931158e+01	TPM1;AGT
GO_Biological_Process_2023	Wound Healing (GO:0042060)	3/80	4.620796e-02	2.042324e-01	0	0	3.900653e+00	1.199296e+01	TPM1;PDGFA;PPL
GO_Biological_Process_2023	Regulation Of Programmed Cell Death (GO:0043067)	5/195	4.651670e-02	2.042324e-01	0	0	2.646424e+00	8.119080e+00	BMP4;RTKN;DAPK1;CRYAB;AGT
GO_Biological_Process_2023	Cytoskeleton-Dependent Cytokinesis (GO:0061640)	3/81	4.764406e-02	2.042324e-01	0	0	3.850449e+00	1.172076e+01	RTKN;STMN1;ANK3
GO_Biological_Process_2023	Positive Regulation Of Growth (GO:0045927)	3/81	4.764406e-02	2.042324e-01	0	0	3.850449e+00	1.172076e+01	SFRP2;BCL2;S100A9
GO_Biological_Process_2023	Positive Regulation Of Cell Development (GO:0010720)	2/35	4.771715e-02	2.042324e-01	0	0	6.050505e+00	1.840845e+01	BMP4;SOX11
GO_Biological_Process_2023	Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389)	2/35	4.771715e-02	2.042324e-01	0	0	6.050505e+00	1.840845e+01	CENPF;CCND1
GO_Biological_Process_2023	Regulation Of Protein Kinase B Signaling (GO:0051896)	4/136	4.783047e-02	2.042324e-01	0	0	3.040816e+00	9.244362e+00	NTRK2;PDGFA;CCL19;GAS6
GO_Biological_Process_2023	Negative Regulation Of Cellular Biosynthetic Process (GO:0031327)	4/137	4.889950e-02	2.042324e-01	0	0	3.017800e+00	9.107683e+00	EPHA4;DAPK1;ZC3H12A;PDGFA
GO_Biological_Process_2023	B Cell Chemotaxis (GO:0035754)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	GAS6
GO_Biological_Process_2023	Regulation Of Establishment Of T Cell Polarity (GO:1903903)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	GSN
GO_Biological_Process_2023	L-aspartate Import Across Plasma Membrane (GO:0140009)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	SLC1A5
GO_Biological_Process_2023	L-aspartate Transmembrane Transport (GO:0070778)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	SLC1A5
GO_Biological_Process_2023	Regulation Of Glomerular Filtration (GO:0003093)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	GAS6
GO_Biological_Process_2023	Regulation Of Hepatocyte Proliferation (GO:2000345)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	PTN
GO_Biological_Process_2023	Activation Of Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0007171)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	PRLR
GO_Biological_Process_2023	Regulation Of Long-Chain Fatty Acid Import Across Plasma Membrane (GO:0010746)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	IRS2
GO_Biological_Process_2023	Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway (GO:0007191)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	GNG2
GO_Biological_Process_2023	Regulation Of Lysosome Organization (GO:1905671)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	SCARB2
GO_Biological_Process_2023	Regulation Of Macrophage Proliferation (GO:0120040)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	IL33
GO_Biological_Process_2023	Aminophospholipid Transport (GO:0015917)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	SCARB2
GO_Biological_Process_2023	Astrocyte Differentiation (GO:0048708)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	S100A9
GO_Biological_Process_2023	Autocrine Signaling (GO:0035425)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	S100A9
GO_Biological_Process_2023	Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:0002043)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	BMP4
GO_Biological_Process_2023	Regulation Of Protein Deubiquitination (GO:0090085)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	ZC3H12A
GO_Biological_Process_2023	Regulation Of Thymocyte Apoptotic Process (GO:0070243)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	BMP4
GO_Biological_Process_2023	Cellular Response To Iron Ion (GO:0071281)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	BMP6
GO_Biological_Process_2023	Response To Catecholamine (GO:0071869)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	GNG2
GO_Biological_Process_2023	Embryonic Hindlimb Morphogenesis (GO:0035116)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	OSR2
GO_Biological_Process_2023	Embryonic Skeletal Joint Development (GO:0072498)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	OSR2
GO_Biological_Process_2023	Gastrulation With Mouth Forming Second (GO:0001702)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	UGDH
GO_Biological_Process_2023	Glomerulus Vasculature Development (GO:0072012)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	CD34
GO_Biological_Process_2023	Glutamate Catabolic Process (GO:0006538)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	GLUL
GO_Biological_Process_2023	Leukocyte Apoptotic Process (GO:0071887)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	PLEKHO2
GO_Biological_Process_2023	Leukocyte Chemotaxis Involved In Inflammatory Response (GO:0002232)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	PTN
GO_Biological_Process_2023	Mesodermal Cell Fate Commitment (GO:0001710)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	KLF4
GO_Biological_Process_2023	Negative Regulation Of PERK-mediated Unfolded Protein Response (GO:1903898)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	PPP1R15A
GO_Biological_Process_2023	Negative Regulation Of Axon Regeneration (GO:0048681)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	EPHA4
GO_Biological_Process_2023	Negative Regulation Of Cellular Response To Hypoxia (GO:1900038)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	EPHA4
GO_Biological_Process_2023	Negative Regulation Of Erythrocyte Differentiation (GO:0045647)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	ZFP36L1
GO_Biological_Process_2023	Negative Regulation Of Glial Cell Proliferation (GO:0060253)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	SOX11
GO_Biological_Process_2023	Negative Regulation Of Trophoblast Cell Migration (GO:1901164)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	GJA1
GO_Biological_Process_2023	Neuroblast Proliferation (GO:0007405)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	PLXNB2
GO_Biological_Process_2023	Peripheral Nervous System Neuron Development (GO:0048935)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	RUNX3
GO_Biological_Process_2023	Podocyte Cell Migration (GO:0090521)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	DAAM2
GO_Biological_Process_2023	Positive Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002842)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	HSPD1
GO_Biological_Process_2023	Positive Regulation Of Animal Organ Morphogenesis (GO:0110110)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	CD34
GO_Biological_Process_2023	Positive Regulation Of Gap Junction Assembly (GO:1903598)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	AGT
GO_Biological_Process_2023	Positive Regulation Of Hemoglobin Biosynthetic Process (GO:0046985)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	KLF4
GO_Biological_Process_2023	Positive Regulation Of Vesicle Fusion (GO:0031340)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	ANXA1
GO_Biological_Process_2023	Purine Deoxyribonucleotide Catabolic Process (GO:0009155)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	PNP
GO_Biological_Process_2023	Purine Ribonucleoside Catabolic Process (GO:0046130)	1/5	4.901452e-02	2.042324e-01	0	0	2.486935e+01	7.499696e+01	PNP
GO_Biological_Process_2023	Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557)	3/82	4.910196e-02	2.042324e-01	0	0	3.801516e+00	1.145722e+01	IL33;TYROBP;CCL19
GO_Biological_Process_2023	Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	15/938	4.988991e-02	2.058723e-01	0	0	1.658253e+00	4.971337e+00	IL33;OSR2;JAG1;SOX11;NFATC1;RORA;KLF4;BMP6;KLF2;BMP4;SFRP2;ZC3H12A;AGRN;RREB1;ATF3
GO_Biological_Process_2023	Regulation Of Glucose Import (GO:0046324)	2/36	5.019950e-02	2.058723e-01	0	0	5.872252e+00	1.756831e+01	IRS2;SORBS1
GO_Biological_Process_2023	Regulation Of Intracellular Protein Transport (GO:0033157)	2/36	5.019950e-02	2.058723e-01	0	0	5.872252e+00	1.756831e+01	BMP4;MBD1
GO_Biological_Process_2023	Blood Vessel Diameter Maintenance (GO:0097746)	2/36	5.019950e-02	2.058723e-01	0	0	5.872252e+00	1.756831e+01	AGT;KLF2
GO_Biological_Process_2023	Receptor Signaling Pathway Via JAK-STAT (GO:0007259)	2/36	5.019950e-02	2.058723e-01	0	0	5.872252e+00	1.756831e+01	GHR;MYO1C
GO_Biological_Process_2023	Regulation Of Epithelial To Mesenchymal Transition (GO:0010717)	3/83	5.058152e-02	2.058723e-01	0	0	3.753807e+00	1.120199e+01	EPHA4;SFRP2;AGT
GO_Biological_Process_2023	Regulation Of NIK/NF-kappaB Signaling (GO:1901222)	3/83	5.058152e-02	2.058723e-01	0	0	3.753807e+00	1.120199e+01	MYO1C;ZC3H12A;CCL19
GO_Biological_Process_2023	Regulation Of Cell Division (GO:0051302)	3/83	5.058152e-02	2.058723e-01	0	0	3.753807e+00	1.120199e+01	SFRP2;KLHL21;TXNIP
GO_Biological_Process_2023	Intracellular Calcium Ion Homeostasis (GO:0006874)	4/139	5.107698e-02	2.058723e-01	0	0	2.972789e+00	8.842328e+00	CCL8;CCL7;BCL2;CCL19
GO_Biological_Process_2023	Organic Substance Transport (GO:0071702)	5/201	5.173690e-02	2.058723e-01	0	0	2.564626e+00	7.595355e+00	CENPF;CCL8;LMAN2L;SLCO2B1;TXNIP
GO_Biological_Process_2023	Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281)	3/84	5.208262e-02	2.058723e-01	0	0	3.707276e+00	1.095472e+01	DAPK1;GAS6;KLF4
GO_Biological_Process_2023	Regulation Of Interleukin-1 Beta Production (GO:0032651)	3/84	5.208262e-02	2.058723e-01	0	0	3.707276e+00	1.095472e+01	TYROBP;ZC3H12A;CCL19
GO_Biological_Process_2023	Regulation Of p38MAPK Cascade (GO:1900744)	2/37	5.272745e-02	2.058723e-01	0	0	5.704185e+00	1.678524e+01	BMP4;ZC3H12A
GO_Biological_Process_2023	Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662)	2/37	5.272745e-02	2.058723e-01	0	0	5.704185e+00	1.678524e+01	BMP4;TPM1
GO_Biological_Process_2023	Negative Regulation Of Transferase Activity (GO:0051348)	2/37	5.272745e-02	2.058723e-01	0	0	5.704185e+00	1.678524e+01	CDC20;IRS2
GO_Biological_Process_2023	Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427)	2/37	5.272745e-02	2.058723e-01	0	0	5.704185e+00	1.678524e+01	GHR;PRLR
GO_Biological_Process_2023	Transport Across Blood-Brain Barrier (GO:0150104)	3/85	5.360513e-02	2.058723e-01	0	0	3.661879e+00	1.071506e+01	FABP5;SLCO2B1;SLC1A5
GO_Biological_Process_2023	Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263)	3/85	5.360513e-02	2.058723e-01	0	0	3.661879e+00	1.071506e+01	SFRP4;SFRP2;DAAM2
GO_Biological_Process_2023	Positive Regulation Of Endothelial Cell Migration (GO:0010595)	3/85	5.360513e-02	2.058723e-01	0	0	3.661879e+00	1.071506e+01	BMP4;ZC3H12A;AGT
GO_Biological_Process_2023	Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	10/557	5.395884e-02	2.058723e-01	0	0	1.852497e+00	5.408427e+00	BMP4;OSR2;NFATC1;RORA;POU3F1;KLF4;RUNX3;RREB1;AGT;KLF2
GO_Biological_Process_2023	Regulation Of Protein Import Into Nucleus (GO:0042306)	2/38	5.529985e-02	2.058723e-01	0	0	5.545455e+00	1.605401e+01	BMP4;ZC3H12A
GO_Biological_Process_2023	Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036)	2/38	5.529985e-02	2.058723e-01	0	0	5.545455e+00	1.605401e+01	NDNF;GAS6
GO_Biological_Process_2023	Positive Regulation Of Axonogenesis (GO:0050772)	2/38	5.529985e-02	2.058723e-01	0	0	5.545455e+00	1.605401e+01	NTRK2;PLXNB2
GO_Biological_Process_2023	Positive Regulation Of Cell Migration (GO:0030335)	6/272	5.614663e-02	2.058723e-01	0	0	2.271219e+00	6.540631e+00	EPHA4;MYO1C;CCL7;DAAM2;PDGFA;RREB1
GO_Biological_Process_2023	Regulation Of Type II Interferon Production (GO:0032649)	3/87	5.671378e-02	2.058723e-01	0	0	3.574329e+00	1.025739e+01	ZC3H12A;GAS6;HSPD1
GO_Biological_Process_2023	Actin Filament Organization (GO:0007015)	4/144	5.674978e-02	2.058723e-01	0	0	2.865889e+00	8.222533e+00	MARCKSL1;GSN;MYO1C;TPM1
GO_Biological_Process_2023	Regulation Of Cell Adhesion (GO:0030155)	4/144	5.674978e-02	2.058723e-01	0	0	2.865889e+00	8.222533e+00	EPHA4;TPM1;PLXNB2;TGFBI
GO_Biological_Process_2023	Regulation Of Receptor-Mediated Endocytosis (GO:0048259)	2/39	5.791557e-02	2.058723e-01	0	0	5.395304e+00	1.536998e+01	C3;CCL19
GO_Biological_Process_2023	Negative Regulation Of Lymphocyte Proliferation (GO:0050672)	2/39	5.791557e-02	2.058723e-01	0	0	5.395304e+00	1.536998e+01	TYROBP;SOX11
GO_Biological_Process_2023	Negative Regulation Of Transport (GO:0051051)	2/39	5.791557e-02	2.058723e-01	0	0	5.395304e+00	1.536998e+01	SFRP4;CRYAB
GO_Biological_Process_2023	Odontogenesis (GO:0042476)	2/39	5.791557e-02	2.058723e-01	0	0	5.395304e+00	1.536998e+01	BMP4;OSR2
GO_Biological_Process_2023	Positive Regulation Of Protein Kinase Activity (GO:0045860)	4/145	5.792342e-02	2.058723e-01	0	0	2.845419e+00	8.105556e+00	EPHA4;CCL19;GAS6;AGT
GO_Biological_Process_2023	AV Node Cell Action Potential (GO:0086016)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	CACNA1G
GO_Biological_Process_2023	CENP-A Containing Chromatin Assembly (GO:0034080)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	CENPW
GO_Biological_Process_2023	Regulation Of Glial Cell Differentiation (GO:0045685)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	EPHA4
GO_Biological_Process_2023	Regulation Of Hemoglobin Biosynthetic Process (GO:0046984)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	KLF4
GO_Biological_Process_2023	SA Node Cell Action Potential (GO:0086015)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	CACNA1G
GO_Biological_Process_2023	Regulation Of Metallopeptidase Activity (GO:1905048)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	TIMP2
GO_Biological_Process_2023	Regulation Of Natural Killer Cell Chemotaxis (GO:2000501)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	CCL7
GO_Biological_Process_2023	Regulation Of Osteoclast Development (GO:2001204)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	TYROBP
GO_Biological_Process_2023	Regulation Of Striated Muscle Tissue Development (GO:0016202)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	CENPF
GO_Biological_Process_2023	Regulation Of Systemic Arterial Blood Pressure By Renin-Angiotensin (GO:0003081)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	AGT
GO_Biological_Process_2023	Cellular Response To Monoamine Stimulus (GO:0071868)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	GNG2
GO_Biological_Process_2023	Regulation Of Transforming Growth Factor Beta1 Production (GO:0032908)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	TYROBP
GO_Biological_Process_2023	Cellular Response To Prostaglandin E Stimulus (GO:0071380)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	GNG2
GO_Biological_Process_2023	Regulation Of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905063)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	NFATC1
GO_Biological_Process_2023	Chromatin Remodeling At Centromere (GO:0031055)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	CENPW
GO_Biological_Process_2023	Citrulline Metabolic Process (GO:0000052)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	DDAH1
GO_Biological_Process_2023	Copper Ion Import (GO:0015677)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	STEAP4
GO_Biological_Process_2023	Dendrite Arborization (GO:0140059)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	PTN
GO_Biological_Process_2023	Toll-Like Receptor 3 Signaling Pathway (GO:0034138)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	SCARA3
GO_Biological_Process_2023	Glandular Epithelial Cell Development (GO:0002068)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	BMP6
GO_Biological_Process_2023	Glomerular Epithelial Cell Development (GO:0072310)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	JAG1
GO_Biological_Process_2023	Type B Pancreatic Cell Development (GO:0003323)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	BMP6
GO_Biological_Process_2023	Hepatocyte Growth Factor Receptor Signaling Pathway (GO:0048012)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	STMN1
GO_Biological_Process_2023	Hindlimb Morphogenesis (GO:0035137)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	OSR2
GO_Biological_Process_2023	Intraciliary Transport Involved In Cilium Assembly (GO:0035735)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	MBD1
GO_Biological_Process_2023	Lymphoid Progenitor Cell Differentiation (GO:0002320)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	BMP4
GO_Biological_Process_2023	Maintenance Of Protein Location In Extracellular Region (GO:0071694)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	FBN1
GO_Biological_Process_2023	Negative Regulation Of T-helper 17 Type Immune Response (GO:2000317)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	ZC3H12A
GO_Biological_Process_2023	Negative Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903588)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	NGFR
GO_Biological_Process_2023	Negative Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051045)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	TIMP2
GO_Biological_Process_2023	Negative Regulation Of Neuron Projection Regeneration (GO:0070571)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	EPHA4
GO_Biological_Process_2023	Negative Regulation Of Response To Type II Interferon (GO:0060331)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	PARP14
GO_Biological_Process_2023	Negative Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060336)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	PARP14
GO_Biological_Process_2023	Noradrenergic Neuron Differentiation (GO:0003357)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	SOX11
GO_Biological_Process_2023	Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Independent Decay (GO:0031086)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	ZFP36L1
GO_Biological_Process_2023	Podocyte Development (GO:0072015)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	JAG1
GO_Biological_Process_2023	Positive Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process (GO:1902961)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	EPHA4
GO_Biological_Process_2023	Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Signaling Pathway (GO:2001269)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	GSN
GO_Biological_Process_2023	Positive Regulation Of Immune Response To Tumor Cell (GO:0002839)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	HSPD1
GO_Biological_Process_2023	Positive Regulation Of Lamellipodium Morphogenesis (GO:2000394)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	RREB1
GO_Biological_Process_2023	Positive Regulation Of Multicellular Organism Growth (GO:0040018)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	GHR
GO_Biological_Process_2023	Positive Regulation Of Synaptic Plasticity (GO:0031915)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	CDC20
GO_Biological_Process_2023	Positive Regulation Of Unsaturated Fatty Acid Biosynthetic Process (GO:2001280)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	ANXA1
GO_Biological_Process_2023	Receptor-Mediated Virion Attachment To Host Cell (GO:0046813)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	GAS6
GO_Biological_Process_2023	Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002840)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	HSPD1
GO_Biological_Process_2023	Regulation Of T-helper 1 Cell Differentiation (GO:0045625)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	CCL19
GO_Biological_Process_2023	Regulation Of Aldosterone Biosynthetic Process (GO:0032347)	1/6	5.852673e-02	2.058723e-01	0	0	1.989447e+01	5.646592e+01	BMP6
GO_Biological_Process_2023	Positive Regulation Of Cellular Catabolic Process (GO:0031331)	4/146	5.911004e-02	2.075189e-01	0	0	2.825237e+00	7.990772e+00	DAPK1;ZC3H12A;IRS2;ZC3HAV1
