Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Extracellular Matrix Organization (GO:0030198)	13/176	2.577314e-08	2.608649e-05	0	0	8.375086e+00	1.463457e+02	GSN;COL13A1;COL12A1;COL23A1;DPT;NDNF;ADAMTS5;ADAMTS1;CREB3L1;COL8A1;MMP19;TGFBI;GAS6
GO_Biological_Process_2023	Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	18/364	2.896889e-08	2.608649e-05	0	0	5.560757e+00	9.651830e+01	IL33;OSR2;NTRK2;GSN;SOX11;ANK3;POU3F1;KLF4;AGT;BMP6;KLF2;BMP4;SFRP4;GJA1;TYROBP;ZC3H12A;GAS6;CD34
GO_Biological_Process_2023	Positive Regulation Of Gene Expression (GO:0010628)	18/480	1.698565e-06	1.019705e-03	0	0	4.139717e+00	5.499915e+01	IL33;OSR2;NTRK2;GSN;SOX11;ANK3;POU3F1;KLF4;AGT;BMP6;BMP4;SFRP4;GJA1;TYROBP;ZC3H12A;PLXNB2;GAS6;CD34
GO_Biological_Process_2023	Positive Regulation Of Fat Cell Differentiation (GO:0045600)	6/50	1.021980e-05	4.470698e-03	0	0	1.388660e+01	1.595734e+02	SFRP2;RARRES2;ZC3H12A;METRNL;RREB1;ZFP36L1
GO_Biological_Process_2023	Extracellular Structure Organization (GO:0043062)	8/109	1.392889e-05	4.470698e-03	0	0	8.126650e+00	9.086851e+01	ADAMTS5;COL13A1;ADAMTS1;COL23A1;COL8A1;MMP19;NDNF;TGFBI
GO_Biological_Process_2023	External Encapsulating Structure Organization (GO:0045229)	8/110	1.489405e-05	4.470698e-03	0	0	8.046569e+00	8.943398e+01	ADAMTS5;COL13A1;ADAMTS1;COL23A1;COL8A1;MMP19;NDNF;TGFBI
GO_Biological_Process_2023	Positive Regulation Of Response To External Stimulus (GO:0032103)	9/155	2.668524e-05	6.023478e-03	0	0	6.343183e+00	6.680260e+01	IL33;MYO1C;RARRES2;PTN;CCL19;S100A9;BMP6;GPSM3;AGT
GO_Biological_Process_2023	Positive Regulation Of Cell Differentiation (GO:0045597)	12/283	2.944998e-05	6.023478e-03	0	0	4.599749e+00	4.798834e+01	BMP4;TMEM100;GJA1;SFRP2;RARRES2;ZC3H12A;SOX11;PTN;CD34;AGT;BMP6;ZFP36L1
GO_Biological_Process_2023	Positive Regulation Of Cell Population Proliferation (GO:0008284)	16/483	3.010067e-05	6.023478e-03	0	0	3.599851e+00	3.747792e+01	EPHA4;OSR2;NTRK2;PDGFA;SOX11;IRS2;PTN;AGT;BMP6;BMP4;GJA1;SFRP2;BCL2;GAS6;NES;CRLF1
GO_Biological_Process_2023	Negative Regulation Of Long-Term Synaptic Potentiation (GO:1900272)	3/8	5.316210e-05	8.709799e-03	0	0	6.028934e+01	5.933776e+02	EPHA4;TYROBP;PTN
GO_Biological_Process_2023	Positive Regulation Of Ossification (GO:0045778)	5/41	5.319699e-05	8.709799e-03	0	0	1.407692e+01	1.385382e+02	BMP4;OSR2;SOX11;PTN;BMP6
GO_Biological_Process_2023	Regulation Of BMP Signaling Pathway (GO:0030510)	6/75	1.052734e-04	1.579979e-02	0	0	8.844016e+00	8.100190e+01	BMP4;SFRP4;TNFAIP6;UBE2O;SOX11;PCSK6
GO_Biological_Process_2023	Positive Regulation Of Protein Phosphorylation (GO:0001934)	13/377	1.142839e-04	1.583271e-02	0	0	3.711994e+00	3.369312e+01	NTRK2;RARRES2;PDGFA;AGT;BMP6;C3;BMP4;GHR;BMP3;SFRP2;CCND1;CCL19;GAS6
GO_Biological_Process_2023	Regulation Of Gene Expression (GO:0010468)	25/1127	1.575744e-04	1.894869e-02	0	0	2.423905e+00	2.122277e+01	RORA;ZFP36L1;GJA1;EFEMP1;CREB3L1;ZC3H12A;ADNP2;RREB1;CD34;IL33;OSR2;NTRK2;GSN;SOX11;ANK3;PARP14;POU3F1;KLF4;RUNX3;BMP6;BMP4;SFRP4;SFRP2;TYROBP;GAS6
GO_Biological_Process_2023	Regulation Of Inflammatory Response (GO:0050727)	10/240	1.578181e-04	1.894869e-02	0	0	4.478261e+00	3.920300e+01	IL33;ANXA1;MYO1C;TNFAIP6;RORA;METRNL;KLF4;S100A9;AGT;GPSM3
GO_Biological_Process_2023	Cellular Response To Growth Factor Stimulus (GO:0071363)	8/155	1.705793e-04	1.920083e-02	0	0	5.570578e+00	4.833207e+01	BMP4;TMEM100;CLEC3B;ANXA1;NDNF;KLF4;BMP6;ZFP36L1
GO_Biological_Process_2023	Endothelium Development (GO:0003158)	3/12	2.027670e-04	2.148138e-02	0	0	3.348731e+01	2.847578e+02	JAG1;SCUBE1;CD34
GO_Biological_Process_2023	Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732)	4/30	2.169064e-04	2.170269e-02	0	0	1.552119e+01	1.309375e+02	SOCS3;SFRP2;SH3BP5;PARP14
GO_Biological_Process_2023	Regulation Of Cell Population Proliferation (GO:0042127)	19/766	2.587947e-04	2.335390e-02	0	0	2.677428e+00	2.211415e+01	EPHA4;CGREF1;OSR2;NTRK2;JAG1;PDGFA;IRS2;PTN;AGT;BMP6;ZFP36L1;BMP4;SFRP4;SFRP2;MYO1C;DDAH1;ADAMTS1;BCL2;CRLF1
GO_Biological_Process_2023	Regulation Of Epithelial Cell Proliferation (GO:0050678)	6/91	3.053500e-04	2.335390e-02	0	0	7.173438e+00	5.806218e+01	BMP4;OSR2;SFRP2;RUNX3;BMP6;ZFP36L1
GO_Biological_Process_2023	Regulation Of GTPase Activity (GO:0043087)	9/214	3.137522e-04	2.335390e-02	0	0	4.504022e+00	3.633353e+01	EPHA4;NTRK2;CCL8;CCL7;SGSM2;PLXNB2;CCL19;AGRN;CPEB2
GO_Biological_Process_2023	Regulation Of Sprouting Angiogenesis (GO:1903670)	4/33	3.163769e-04	2.335390e-02	0	0	1.391344e+01	1.121225e+02	CREB3L1;KLF4;GLUL;KLF2
GO_Biological_Process_2023	Positive Regulation Of Neuron Projection Development (GO:0010976)	6/92	3.239703e-04	2.335390e-02	0	0	7.089667e+00	5.696447e+01	SCARB2;NTRK2;PLXNB2;NDNF;PTN;S100A9
GO_Biological_Process_2023	Protein Homotrimerization (GO:0070207)	3/14	3.305708e-04	2.335390e-02	0	0	2.739594e+01	2.195700e+02	STEAP4;SCARA5;SLC1A5
GO_Biological_Process_2023	Protein Trimerization (GO:0070206)	3/14	3.305708e-04	2.335390e-02	0	0	2.739594e+01	2.195700e+02	STEAP4;SCARA5;SLC1A5
GO_Biological_Process_2023	Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	7/130	3.371469e-04	2.335390e-02	0	0	5.802224e+00	4.638874e+01	GHR;EPHA4;PARP14;GAS6;BMP6;AGT;CRLF1
GO_Biological_Process_2023	Nucleotide-Sugar Biosynthetic Process (GO:0009226)	3/15	4.101765e-04	2.736029e-02	0	0	2.511168e+01	1.958440e+02	UGDH;GFPT2;UAP1
GO_Biological_Process_2023	Cellular Response To Insulin Stimulus (GO:0032869)	6/99	4.805502e-04	3.008414e-02	0	0	6.553708e+00	5.007412e+01	GRB14;RARRES2;IRS2;SORBS1;CPEB2;ZFP36L1
GO_Biological_Process_2023	Regulation Of Stem Cell Proliferation (GO:0072091)	3/16	5.011240e-04	3.008414e-02	0	0	2.317884e+01	1.761280e+02	GJA1;SOX11;ZFP36L1
GO_Biological_Process_2023	Positive Regulation Of Stem Cell Proliferation (GO:2000648)	3/16	5.011240e-04	3.008414e-02	0	0	2.317884e+01	1.761280e+02	GJA1;LTBP2;SOX11
GO_Biological_Process_2023	Positive Regulation Of Multicellular Organismal Process (GO:0051240)	12/387	5.451984e-04	3.036006e-02	0	0	3.306383e+00	2.484535e+01	BMP4;GHR;IL33;GJA1;GATM;FABP5;SOX11;PTN;GAS6;RREB1;PRLR;AGT
GO_Biological_Process_2023	Positive Regulation Of Bone Mineralization (GO:0030501)	4/38	5.488816e-04	3.036006e-02	0	0	1.186435e+01	8.907309e+01	BMP4;OSR2;PTN;BMP6
GO_Biological_Process_2023	Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)	8/186	5.819567e-04	3.036006e-02	0	0	4.593165e+00	3.421501e+01	BMP4;SFRP2;CREB3L1;ZC3H12A;SOX11;PARP14;KLF4;CD34
GO_Biological_Process_2023	Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	10/284	5.998948e-04	3.036006e-02	0	0	3.750672e+00	2.782532e+01	GHR;EPHA4;NTRK2;GRB14;RARRES2;STMN1;PDGFA;IRS2;SORBS1;PRLR
GO_Biological_Process_2023	Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428)	4/39	6.068640e-04	3.036006e-02	0	0	1.152478e+01	8.536643e+01	DDAH1;ZC3H12A;KLF4;KLF2
GO_Biological_Process_2023	Regulation Of Protein Tyrosine Kinase Activity (GO:0061097)	4/39	6.068640e-04	3.036006e-02	0	0	1.152478e+01	8.536643e+01	EPHA4;SH3BP5;GAS6;AGT
GO_Biological_Process_2023	Inflammatory Response (GO:0006954)	9/236	6.376527e-04	3.103817e-02	0	0	4.062943e+00	2.989398e+01	ANXA1;SCUBE1;CCL8;TNFAIP6;CCL7;CCL19;ACKR1;TAC1;S100A9
GO_Biological_Process_2023	Regulation Of Epidermal Cell Differentiation (GO:0045604)	3/18	7.195272e-04	3.322740e-02	0	0	2.008629e+01	1.453628e+02	BMP4;SFRP4;ZFP36L1
GO_Biological_Process_2023	Pulmonary Valve Morphogenesis (GO:0003184)	3/18	7.195272e-04	3.322740e-02	0	0	2.008629e+01	1.453628e+02	BMP4;JAG1;NFATC1
GO_Biological_Process_2023	Cardiac Ventricle Morphogenesis (GO:0003208)	4/42	8.067730e-04	3.365934e-02	0	0	1.061332e+01	7.559303e+01	BMP4;JAG1;SFRP2;TPM1
GO_Biological_Process_2023	Granulocyte Chemotaxis (GO:0071621)	5/73	8.234685e-04	3.365934e-02	0	0	7.440422e+00	5.284177e+01	ANXA1;CCL8;CCL7;CCL19;S100A9
GO_Biological_Process_2023	Positive Regulation Of Lymphocyte Proliferation (GO:0050671)	5/74	8.760639e-04	3.365934e-02	0	0	7.332219e+00	5.161934e+01	PNP;ANXA1;BCL2;IRS2;CCL19
GO_Biological_Process_2023	Positive Regulation Of Biomineral Tissue Development (GO:0070169)	4/43	8.826237e-04	3.365934e-02	0	0	1.034066e+01	7.272184e+01	BMP4;OSR2;PTN;BMP6
GO_Biological_Process_2023	Regulation Of Fat Cell Differentiation (GO:0045598)	5/75	9.311206e-04	3.365934e-02	0	0	7.227106e+00	5.043885e+01	SFRP2;RARRES2;ZC3H12A;RORA;ZFP36L1
GO_Biological_Process_2023	Bone Development (GO:0060348)	4/44	9.633623e-04	3.365934e-02	0	0	1.008163e+01	7.001776e+01	OSR2;SFRP4;GJA1;BMP6
GO_Biological_Process_2023	Embryonic Organ Morphogenesis (GO:0048562)	4/44	9.633623e-04	3.365934e-02	0	0	1.008163e+01	7.001776e+01	OSR2;EFEMP1;SOX11;FBN1
GO_Biological_Process_2023	Lymphocyte Chemotaxis (GO:0048247)	4/44	9.633623e-04	3.365934e-02	0	0	1.008163e+01	7.001776e+01	CCL8;CCL7;CCL19;GAS6
GO_Biological_Process_2023	Positive Regulation Of Cellular Process (GO:0048522)	15/594	9.708045e-04	3.365934e-02	0	0	2.691640e+00	1.867294e+01	EPHA4;OSR2;NTRK2;TPM1;PDGFA;IRS2;PTN;BMP6;ZFP36L1;BMP4;SFRP2;BCL2;CCL19;S100A9;CRLF1
GO_Biological_Process_2023	Regulation Of Keratinocyte Apoptotic Process (GO:1902172)	2/5	9.754682e-04	3.365934e-02	0	0	6.665657e+01	4.621028e+02	SFRP4;ZFP36L1
GO_Biological_Process_2023	Transmembrane Receptor Protein Tyrosine Phosphatase Signaling Pathway (GO:0007185)	2/5	9.754682e-04	3.365934e-02	0	0	6.665657e+01	4.621028e+02	PTN;PTPRF
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Differentiation (GO:0030858)	3/20	9.905302e-04	3.365934e-02	0	0	1.772141e+01	1.225838e+02	BMP4;TMEM100;SFRP4
GO_Biological_Process_2023	Positive Regulation Of Protein Processing (GO:0010954)	3/20	9.905302e-04	3.365934e-02	0	0	1.772141e+01	1.225838e+02	CLEC3B;GSN;NKD2
GO_Biological_Process_2023	Pulmonary Valve Development (GO:0003177)	3/20	9.905302e-04	3.365934e-02	0	0	1.772141e+01	1.225838e+02	BMP4;JAG1;NFATC1
GO_Biological_Process_2023	Negative Regulation Of Cellular Process (GO:0048523)	14/537	1.056938e-03	3.525085e-02	0	0	2.774296e+00	1.901053e+01	EPHA4;CGREF1;RUNX3;BMP4;SFRP4;GJA1;SFRP2;MYO1C;DDAH1;ADAMTS1;TXNIP;PLXNB2;TGFBI;CRYAB
GO_Biological_Process_2023	Cellular Response To Cytokine Stimulus (GO:0071345)	10/308	1.113182e-03	3.645164e-02	0	0	3.444366e+00	2.342352e+01	GHR;CCL8;CCL7;DAPK1;ZC3H12A;CCL19;GAS6;PRLR;CRLF1;ZFP36L1
GO_Biological_Process_2023	Negative Regulation Of Apoptotic Process (GO:0043066)	13/482	1.172905e-03	3.720155e-02	0	0	2.865387e+00	1.933641e+01	NTRK2;ANXA1;NDNF;KLF4;PRLR;HSPD1;BMP4;SOCS3;ZC3H12A;BCL2;GAS6;CRYAB;CRLF1
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Membrane (GO:1905477)	5/79	1.177395e-03	3.720155e-02	0	0	6.835066e+00	4.609877e+01	MYO1C;TNFAIP6;ANK3;SORBS1;NKD2
GO_Biological_Process_2023	Positive Regulation Of Cell Projection Organization (GO:0031346)	6/118	1.208705e-03	3.753238e-02	0	0	5.436672e+00	3.652468e+01	SCARB2;NTRK2;PLXNB2;NDNF;PTN;S100A9
GO_Biological_Process_2023	Insulin Receptor Signaling Pathway (GO:0008286)	4/47	1.236593e-03	3.774753e-02	0	0	9.376839e+00	6.278164e+01	GRB14;RARRES2;IRS2;SORBS1
GO_Biological_Process_2023	Negative Regulation Of Cell Migration (GO:0030336)	7/163	1.289542e-03	3.870776e-02	0	0	4.567158e+00	3.038744e+01	EPHA4;NGFR;GJA1;TMEFF2;SFRP2;JAG1;TPM1
GO_Biological_Process_2023	Supramolecular Fiber Organization (GO:0097435)	10/316	1.348435e-03	3.872728e-02	0	0	3.352941e+00	2.215895e+01	MARCKSL1;GSN;MYO1C;TNFAIP6;MBD1;COL12A1;STMN1;TPM1;DPT;LTBP2
GO_Biological_Process_2023	Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	6/122	1.434809e-03	3.872728e-02	0	0	5.248134e+00	3.435808e+01	IL33;PLXNB2;IRS2;CCL19;SORBS1;KLF4
GO_Biological_Process_2023	Regulation Of Protein Phosphorylation (GO:0001932)	9/265	1.438228e-03	3.872728e-02	0	0	3.597349e+00	2.354229e+01	C3;BMP4;NTRK2;CCND1;RARRES2;ZC3H12A;PDGFA;PLXNB2;GAS6
GO_Biological_Process_2023	Regulation Of Cellular Response To Hypoxia (GO:1900037)	2/6	1.453571e-03	3.872728e-02	0	0	4.998990e+01	3.266206e+02	EPHA4;DDAH1
GO_Biological_Process_2023	Cellular Response To Laminar Fluid Shear Stress (GO:0071499)	2/6	1.453571e-03	3.872728e-02	0	0	4.998990e+01	3.266206e+02	KLF4;KLF2
GO_Biological_Process_2023	Vascular Wound Healing (GO:0061042)	2/6	1.453571e-03	3.872728e-02	0	0	4.998990e+01	3.266206e+02	NDNF;CD34
GO_Biological_Process_2023	Negative Regulation Of Dendritic Cell Apoptotic Process (GO:2000669)	2/6	1.453571e-03	3.872728e-02	0	0	4.998990e+01	3.266206e+02	CCL19;GAS6
GO_Biological_Process_2023	Regulation Of Cell Migration (GO:0030334)	12/434	1.464344e-03	3.872728e-02	0	0	2.931028e+00	1.912890e+01	EPHA4;NGFR;TMEFF2;SFRP2;JAG1;ANXA1;MYO1C;CCL7;DAAM2;TPM1;PDGFA;PLXNB2
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)	6/123	1.496063e-03	3.872728e-02	0	0	5.203013e+00	3.384518e+01	BMP4;OSR2;SOX11;PTN;RREB1;BMP6
GO_Biological_Process_2023	Response To BMP (GO:0071772)	3/23	1.505225e-03	3.872728e-02	0	0	1.506091e+01	9.787806e+01	BMP4;TMEM100;BMP6
GO_Biological_Process_2023	Response To Interleukin-1 (GO:0070555)	5/85	1.633004e-03	4.142311e-02	0	0	6.320513e+00	4.056084e+01	ANXA1;CCL8;CCL7;ZC3H12A;CCL19
GO_Biological_Process_2023	Positive Regulation Of BMP Signaling Pathway (GO:0030513)	3/24	1.707666e-03	4.271537e-02	0	0	1.434300e+01	9.140261e+01	BMP4;UBE2O;SOX11
GO_Biological_Process_2023	Regulation Of Neuron Projection Development (GO:0010975)	7/174	1.874134e-03	4.623720e-02	0	0	4.263938e+00	2.677586e+01	SCARB2;EPHA4;NTRK2;PLXNB2;NDNF;PTN;S100A9
GO_Biological_Process_2023	Regulation Of Endothelial Cell Migration (GO:0010594)	5/88	1.903971e-03	4.633854e-02	0	0	6.091134e+00	3.815373e+01	BMP4;ZC3H12A;PTN;GLUL;AGT
GO_Biological_Process_2023	Response To Hydroperoxide (GO:0033194)	2/7	2.021613e-03	4.854568e-02	0	0	3.998990e+01	2.480917e+02	DAPK1;GPX3
GO_Biological_Process_2023	Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	5/90	2.101995e-03	4.952821e-02	0	0	5.947210e+00	3.666376e+01	GHR;SFRP2;PDGFA;AGT;BMP6
GO_Biological_Process_2023	Negative Regulation Of Gene Expression (GO:0010629)	10/336	2.117530e-03	4.952821e-02	0	0	3.144010e+00	1.935926e+01	BMP4;EPHA4;SFRP2;DAPK1;CREB3L1;ZC3H12A;SOX11;PARP14;KLF4;CD34
GO_Biological_Process_2023	Camera-Type Eye Development (GO:0043010)	3/26	2.161671e-03	4.991243e-02	0	0	1.309446e+01	8.035905e+01	EFEMP1;NES;FBN1
GO_Biological_Process_2023	Negative Regulation Of Cell Motility (GO:2000146)	6/133	2.223963e-03	5.070072e-02	0	0	4.790892e+00	2.926499e+01	EPHA4;NGFR;TMEFF2;SFRP2;JAG1;TPM1
GO_Biological_Process_2023	Negative Regulation Of Multicellular Organismal Process (GO:0051241)	8/231	2.322412e-03	5.228330e-02	0	0	3.657885e+00	2.218562e+01	BMP4;EPHA4;PROCR;ADAMTS5;GJA1;SFRP2;NOVA1;GAS6
GO_Biological_Process_2023	Cellular Response To Peptide (GO:1901653)	4/56	2.374631e-03	5.279890e-02	0	0	7.750392e+00	4.683495e+01	EPHA4;NGFR;GJA1;ZFP36L1
GO_Biological_Process_2023	Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429)	3/27	2.414106e-03	5.302201e-02	0	0	1.254822e+01	7.562094e+01	DDAH1;KLF4;KLF2
GO_Biological_Process_2023	Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100)	5/95	2.662376e-03	5.591082e-02	0	0	5.615385e+00	3.329101e+01	BMP4;BMP3;UBE2O;SOX11;BMP6
GO_Biological_Process_2023	UDP-N-acetylglucosamine Biosynthetic Process (GO:0006048)	2/8	2.677767e-03	5.591082e-02	0	0	3.332323e+01	1.973659e+02	GFPT2;UAP1
GO_Biological_Process_2023	Apoptotic Cell Clearance (GO:0043277)	3/28	2.684047e-03	5.591082e-02	0	0	1.204569e+01	7.131563e+01	ANXA1;TYROBP;GAS6
GO_Biological_Process_2023	Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407)	3/28	2.684047e-03	5.591082e-02	0	0	1.204569e+01	7.131563e+01	DDAH1;KLF4;KLF2
GO_Biological_Process_2023	Regulation Of Bone Mineralization (GO:0030500)	4/58	2.700856e-03	5.591082e-02	0	0	7.462585e+00	4.413512e+01	BMP4;OSR2;PTN;BMP6
GO_Biological_Process_2023	Cellular Response To Chemokine (GO:1990869)	4/59	2.874937e-03	5.883820e-02	0	0	7.326531e+00	4.287284e+01	CCL8;CCL7;ZC3H12A;CCL19
GO_Biological_Process_2023	BMP Signaling Pathway (GO:0030509)	4/61	3.245825e-03	6.179548e-02	0	0	7.068743e+00	4.050663e+01	TMEM100;BMP4;BMP3;BMP6
GO_Biological_Process_2023	Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	8/244	3.247641e-03	6.179548e-02	0	0	3.454096e+00	1.979137e+01	DUSP4;EPHA4;NTRK2;CCL8;CCL7;PDGFA;CCL19;GAS6
GO_Biological_Process_2023	Embryonic Skeletal System Morphogenesis (GO:0048704)	3/30	3.277995e-03	6.179548e-02	0	0	1.115228e+01	6.379690e+01	OSR2;IRX5;SOX11
GO_Biological_Process_2023	Regulation Of Dendritic Cell Apoptotic Process (GO:2000668)	2/9	3.420232e-03	6.179548e-02	0	0	2.856133e+01	1.621726e+02	CCL19;GAS6
GO_Biological_Process_2023	Amino Sugar Biosynthetic Process (GO:0046349)	2/9	3.420232e-03	6.179548e-02	0	0	2.856133e+01	1.621726e+02	GFPT2;UAP1
GO_Biological_Process_2023	Response To Laminar Fluid Shear Stress (GO:0034616)	2/9	3.420232e-03	6.179548e-02	0	0	2.856133e+01	1.621726e+02	KLF4;KLF2
GO_Biological_Process_2023	Embryonic Eye Morphogenesis (GO:0048048)	2/9	3.420232e-03	6.179548e-02	0	0	2.856133e+01	1.621726e+02	EFEMP1;FBN1
GO_Biological_Process_2023	Kinetochore Assembly (GO:0051382)	2/9	3.420232e-03	6.179548e-02	0	0	2.856133e+01	1.621726e+02	CENPF;CENPW
GO_Biological_Process_2023	Negative Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042532)	2/9	3.420232e-03	6.179548e-02	0	0	2.856133e+01	1.621726e+02	SOCS3;PARP14
GO_Biological_Process_2023	Positive Regulation Of Vasculogenesis (GO:2001214)	2/9	3.420232e-03	6.179548e-02	0	0	2.856133e+01	1.621726e+02	TMEM100;CD34
GO_Biological_Process_2023	Hemopoiesis (GO:0030097)	5/101	3.469092e-03	6.179548e-02	0	0	5.262821e+00	2.980789e+01	BMP4;SFRP2;JAG1;RUNX3;CD34
GO_Biological_Process_2023	Regulation Of Cold-Induced Thermogenesis (GO:0120161)	6/146	3.535307e-03	6.179548e-02	0	0	4.343152e+00	2.451690e+01	ADAMTS5;GJA1;GATM;FABP5;NOVA1;PRLR
GO_Biological_Process_2023	Negative Regulation Of Response To External Stimulus (GO:0032102)	6/146	3.535307e-03	6.179548e-02	0	0	4.343152e+00	2.451690e+01	EPHA4;MYO1C;TNFAIP6;RORA;METRNL;KLF4
GO_Biological_Process_2023	Regulation Of Long-Term Synaptic Potentiation (GO:1900271)	3/31	3.602735e-03	6.179548e-02	0	0	1.075344e+01	6.049955e+01	EPHA4;TYROBP;PTN
GO_Biological_Process_2023	Regulation Of Macrophage Activation (GO:0043030)	3/31	3.602735e-03	6.179548e-02	0	0	1.075344e+01	6.049955e+01	IL33;ZC3H12A;HSPD1
GO_Biological_Process_2023	Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092)	3/31	3.602735e-03	6.179548e-02	0	0	1.075344e+01	6.049955e+01	SFRP4;SOX11;PCSK6
GO_Biological_Process_2023	Positive Regulation Of Glucose Transmembrane Transport (GO:0010828)	3/31	3.602735e-03	6.179548e-02	0	0	1.075344e+01	6.049955e+01	C3;IRS2;SORBS1
GO_Biological_Process_2023	Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992)	4/63	3.648046e-03	6.198237e-02	0	0	6.828433e+00	3.833184e+01	CDC20;ANXA1;CCND1;ADAMTS1
GO_Biological_Process_2023	Skeletal System Development (GO:0001501)	6/149	3.905762e-03	6.366658e-02	0	0	4.251388e+00	2.357523e+01	BMP3;GJA1;COL13A1;ALX4;BMP6;FBN1
GO_Biological_Process_2023	Positive Regulation Of Inflammatory Response (GO:0050729)	5/104	3.932264e-03	6.366658e-02	0	0	5.102564e+00	2.826076e+01	IL33;MYO1C;S100A9;GPSM3;AGT
GO_Biological_Process_2023	Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509)	4/65	4.082818e-03	6.366658e-02	0	0	6.603881e+00	3.632774e+01	GHR;SOCS3;PARP14;CRLF1
GO_Biological_Process_2023	Positive Regulation Of MAPK Cascade (GO:0043410)	9/310	4.109846e-03	6.366658e-02	0	0	3.052495e+00	1.677154e+01	BMP4;GHR;NTRK2;CCL8;CCL7;PDGFA;CCL19;GAS6;MID1
GO_Biological_Process_2023	UDP-N-acetylglucosamine Metabolic Process (GO:0006047)	2/10	4.247232e-03	6.366658e-02	0	0	2.498990e+01	1.364820e+02	GFPT2;UAP1
GO_Biological_Process_2023	Angiogenesis Involved In Wound Healing (GO:0060055)	2/10	4.247232e-03	6.366658e-02	0	0	2.498990e+01	1.364820e+02	NDNF;CD34
GO_Biological_Process_2023	Response To Prostaglandin E (GO:0034695)	2/10	4.247232e-03	6.366658e-02	0	0	2.498990e+01	1.364820e+02	GNG2;CCL19
GO_Biological_Process_2023	Response To Sterol (GO:0036314)	2/10	4.247232e-03	6.366658e-02	0	0	2.498990e+01	1.364820e+02	PMVK;RORA
GO_Biological_Process_2023	Urogenital System Development (GO:0001655)	2/10	4.247232e-03	6.366658e-02	0	0	2.498990e+01	1.364820e+02	OSR2;ANXA1
GO_Biological_Process_2023	Hematopoietic Stem Cell Proliferation (GO:0071425)	2/10	4.247232e-03	6.366658e-02	0	0	2.498990e+01	1.364820e+02	SFRP2;CD34
GO_Biological_Process_2023	Kinetochore Organization (GO:0051383)	2/10	4.247232e-03	6.366658e-02	0	0	2.498990e+01	1.364820e+02	CENPF;CENPW
GO_Biological_Process_2023	Negative Regulation Of Sprouting Angiogenesis (GO:1903671)	2/10	4.247232e-03	6.366658e-02	0	0	2.498990e+01	1.364820e+02	CREB3L1;KLF2
GO_Biological_Process_2023	Positive Regulation Of Lipid Localization (GO:1905954)	2/10	4.247232e-03	6.366658e-02	0	0	2.498990e+01	1.364820e+02	C3;ZC3H12A
GO_Biological_Process_2023	Regulation Of Axon Regeneration (GO:0048679)	2/10	4.247232e-03	6.366658e-02	0	0	2.498990e+01	1.364820e+02	EPHA4;PTN
GO_Biological_Process_2023	Cellular Response To BMP Stimulus (GO:0071773)	4/66	4.312784e-03	6.366658e-02	0	0	6.497038e+00	3.538398e+01	TMEM100;BMP4;BMP3;BMP6
GO_Biological_Process_2023	Cellular Response To Type II Interferon (GO:0071346)	4/66	4.312784e-03	6.366658e-02	0	0	6.497038e+00	3.538398e+01	CCL8;CCL7;DAPK1;CCL19
GO_Biological_Process_2023	Response To Tumor Necrosis Factor (GO:0034612)	5/108	4.616546e-03	6.754749e-02	0	0	4.903411e+00	2.637107e+01	CCL8;CCL7;ZC3H12A;CCL19;ZFP36L1
GO_Biological_Process_2023	Regulation Of Angiogenesis (GO:0045765)	7/205	4.650688e-03	6.754749e-02	0	0	3.590674e+00	1.928457e+01	SFRP2;ADAMTS1;ZC3H12A;ISM1;KLF4;GLUL;CD34
GO_Biological_Process_2023	Cellular Response To Amyloid-Beta (GO:1904646)	3/34	4.692070e-03	6.760334e-02	0	0	9.711315e+00	5.207092e+01	EPHA4;NGFR;GJA1
GO_Biological_Process_2023	Skin Development (GO:0043588)	4/68	4.798605e-03	6.806989e-02	0	0	6.293367e+00	3.360299e+01	ANXA1;JAG1;TXNIP;PDGFA
