Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Extracellular Matrix Organization (GO:0030198)	13/176	3.642378e-09	5.113898e-06	0	0	9.990661e+00	1.941248e+02	COL11A2;ADAMTS12;TGFBR1;ADAMTS3;COL2A1;IBSP;ADAMTS18;COL9A1;HAS2;COL9A2;LCP1;ADAMTS9;MATN3
GO_Biological_Process_2023	Skeletal System Development (GO:0001501)	11/149	6.061358e-08	4.255073e-05	0	0	9.872026e+00	1.640607e+02	COL2A1;CDH11;COL11A2;STC1;ALPL;CHI3L1;COL9A2;SULF1;PCSK5;TGFBR1;MATN3
GO_Biological_Process_2023	Extracellular Structure Organization (GO:0043062)	9/109	3.857295e-07	1.805214e-04	0	0	1.102919e+01	1.628805e+02	ADAMTS3;IBSP;ADAMTS18;COL9A1;COL9A2;ADAMTS12;ADAMTS9;TGFBR1;MATN3
GO_Biological_Process_2023	Regulation Of Bone Resorption (GO:0045124)	5/28	3.508817e-06	1.231595e-03	0	0	2.609618e+01	3.277741e+02	DCSTAMP;SYK;ITGB3;SPP1;GPR137B
GO_Biological_Process_2023	External Encapsulating Structure Organization (GO:0045229)	8/110	4.532882e-06	1.272833e-03	0	0	9.551198e+00	1.175194e+02	ADAMTS3;IBSP;ADAMTS18;COL9A1;COL9A2;ADAMTS12;ADAMTS9;MATN3
GO_Biological_Process_2023	Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404)	4/22	3.270237e-05	6.567825e-03	0	0	2.652209e+01	2.739218e+02	FCER1G;SYK;ITGB2;LCP1
GO_Biological_Process_2023	Negative Regulation Of Leukocyte Degranulation (GO:0043301)	3/8	3.274556e-05	6.567825e-03	0	0	7.122754e+01	7.355486e+02	CD84;SPI1;NCKAP1L
GO_Biological_Process_2023	B Cell Receptor Signaling Pathway (GO:0050853)	5/46	4.325102e-05	7.590554e-03	0	0	1.462602e+01	1.469694e+02	LAT2;PTPRC;SYK;PIK3CD;NCKAP1L
GO_Biological_Process_2023	Regulation Of Interleukin-8 Production (GO:0032677)	6/81	6.614054e-05	8.844579e-03	0	0	9.636585e+00	9.273988e+01	PTPRC;SYK;NOS2;CHI3L1;CD244;LAMTOR5
GO_Biological_Process_2023	Positive Regulation Of B Cell Differentiation (GO:0045579)	3/10	6.929514e-05	8.844579e-03	0	0	5.087169e+01	4.872050e+02	SPI1;SYK;NCKAP1L
GO_Biological_Process_2023	Positive Regulation Of Bone Resorption (GO:0045780)	3/10	6.929514e-05	8.844579e-03	0	0	5.087169e+01	4.872050e+02	DCSTAMP;SYK;SPP1
GO_Biological_Process_2023	Cartilage Development (GO:0051216)	5/52	7.870183e-05	9.208114e-03	0	0	1.275500e+01	1.205327e+02	WNT2B;COL2A1;COL11A2;CHI3L1;SULF1
GO_Biological_Process_2023	Positive Regulation Of Cytokine Production (GO:0001819)	11/320	9.572521e-05	1.033832e-02	0	0	4.370581e+00	4.044548e+01	CD274;PTPRC;FCER1G;SYK;NOS2;PIK3CD;CHI3L1;LCP1;SULF1;CD244;LAMTOR5
GO_Biological_Process_2023	Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)	8/172	1.141923e-04	1.145186e-02	0	0	5.921710e+00	5.375507e+01	CDH5;CD84;ITGB2;CDH11;FAT4;EMB;SELE;ICAM1
GO_Biological_Process_2023	Leukocyte Cell-Cell Adhesion (GO:0007159)	4/31	1.325232e-04	1.240417e-02	0	0	1.767336e+01	1.578011e+02	SYK;ITGB2;SELE;ICAM1
GO_Biological_Process_2023	Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	7/134	1.503772e-04	1.319560e-02	0	0	6.662528e+00	5.864600e+01	LAT2;PTPRC;SYK;NFKBIZ;PIK3CD;NCKAP1L;LCP2
GO_Biological_Process_2023	Positive Regulation Of Interleukin-8 Production (GO:0032757)	5/61	1.693933e-04	1.398990e-02	0	0	1.070022e+01	9.291305e+01	SYK;NOS2;CHI3L1;CD244;LAMTOR5
GO_Biological_Process_2023	Inflammatory Response (GO:0006954)	9/236	1.937036e-04	1.510888e-02	0	0	4.827400e+00	4.127032e+01	NOS2;ITGB2;LY75;PIK3CD;CHI3L1;CXCR4;CCR5;CDO1;SELE
GO_Biological_Process_2023	Connective Tissue Development (GO:0061448)	4/38	2.968265e-04	2.029563e-02	0	0	1.402977e+01	1.139548e+02	COL2A1;COL11A2;CHI3L1;SULF1
GO_Biological_Process_2023	Neutrophil Chemotaxis (GO:0030593)	5/70	3.240657e-04	2.029563e-02	0	0	9.214452e+00	7.403411e+01	FCER1G;SYK;ITGB2;PIK3CD;NCKAP1L
GO_Biological_Process_2023	Cell-Matrix Adhesion (GO:0007160)	6/109	3.393969e-04	2.029563e-02	0	0	7.006986e+00	5.597419e+01	ITGB3;ITGB2;CDH11;FN1;ADAMTS12;ADAMTS9
GO_Biological_Process_2023	Myeloid Leukocyte Differentiation (GO:0002573)	5/71	3.462447e-04	2.029563e-02	0	0	9.074380e+00	7.230797e+01	DCSTAMP;SPI1;PIK3CD;SNX10;OSCAR
GO_Biological_Process_2023	Regulation Of Cell Migration (GO:0030334)	12/434	3.499551e-04	2.029563e-02	0	0	3.492951e+00	2.779588e+01	CDH5;PLXND1;SERPINE2;PDGFC;CDH11;STC1;PIK3CD;CXCR4;HAS2;SULF1;ARSB;TGFBR1
GO_Biological_Process_2023	Second-Messenger-Mediated Signaling (GO:0019932)	5/72	3.695533e-04	2.029563e-02	0	0	8.938489e+00	7.064281e+01	LAT2;NOS2;CXCR4;CCR5;SELE
GO_Biological_Process_2023	Negative Regulation Of Cell Adhesion (GO:0007162)	5/72	3.695533e-04	2.029563e-02	0	0	8.938489e+00	7.064281e+01	PTPRC;PLXND1;PDE3B;SPOCK1;RND1
GO_Biological_Process_2023	Myeloid Cell Activation Involved In Immune Response (GO:0002275)	3/17	3.758450e-04	2.029563e-02	0	0	2.542686e+01	2.005247e+02	FCER1G;SYK;DYSF
GO_Biological_Process_2023	Granulocyte Chemotaxis (GO:0071621)	5/73	3.940286e-04	2.048949e-02	0	0	8.806595e+00	6.903567e+01	FCER1G;SYK;ITGB2;PIK3CD;NCKAP1L
GO_Biological_Process_2023	Regulation Of Interleukin-6 Production (GO:0032675)	6/114	4.316742e-04	2.122268e-02	0	0	6.680894e+00	5.176250e+01	CD84;NMB;SYK;NOS2;NCKAP1L;LCP1
GO_Biological_Process_2023	Collagen Fibril Organization (GO:0030199)	4/42	4.383602e-04	2.122268e-02	0	0	1.255041e+01	9.704568e+01	ADAMTS3;COL2A1;COL11A2;TGFBR1
GO_Biological_Process_2023	Positive Regulation Of Multicellular Organismal Process (GO:0051240)	11/387	4.905545e-04	2.184167e-02	0	0	3.579453e+00	2.727534e+01	DCSTAMP;NMB;SYK;PDGFC;DIO2;SPP1;ALPL;PIK3CD;CXCR4;LCP1;TGFBR1
GO_Biological_Process_2023	Neutrophil Migration (GO:1990266)	5/77	5.043586e-04	2.184167e-02	0	0	8.315657e+00	6.313432e+01	FCER1G;SYK;ITGB2;PIK3CD;NCKAP1L
GO_Biological_Process_2023	Bone Development (GO:0060348)	4/44	5.246810e-04	2.184167e-02	0	0	1.192169e+01	9.004116e+01	SFRP4;PTPRC;STC1;SULF1
GO_Biological_Process_2023	Cortical Actin Cytoskeleton Organization (GO:0030866)	3/19	5.289294e-04	2.184167e-02	0	0	2.224626e+01	1.678404e+02	FHOD1;NCKAP1L;LCP1
GO_Biological_Process_2023	Regulation Of B Cell Differentiation (GO:0045577)	3/19	5.289294e-04	2.184167e-02	0	0	2.224626e+01	1.678404e+02	SPI1;SYK;NCKAP1L
GO_Biological_Process_2023	Positive Regulation Of Cell Migration (GO:0030335)	9/272	5.475697e-04	2.196537e-02	0	0	4.158964e+00	3.123390e+01	CDH5;PTPRC;PDGFC;FN1;PIK3CD;CXCR4;HAS2;NCKAP1L;TGFBR1
GO_Biological_Process_2023	T Cell Differentiation (GO:0030217)	4/46	6.224480e-04	2.427547e-02	0	0	1.135284e+01	8.380497e+01	SPI1;FCER1G;PTPRC;PIK3CD
GO_Biological_Process_2023	Response To Cytokine (GO:0034097)	6/125	7.032647e-04	2.479025e-02	0	0	6.059951e+00	4.399389e+01	IFITM3;CD274;CHI3L1;CXCR4;AKAP6;SELE
GO_Biological_Process_2023	Negative Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002887)	2/5	7.062749e-04	2.479025e-02	0	0	7.867857e+01	5.708528e+02	CD84;SPI1
GO_Biological_Process_2023	Succinate Transport (GO:0015744)	2/5	7.062749e-04	2.479025e-02	0	0	7.867857e+01	5.708528e+02	SLC13A3;SLC13A5
GO_Biological_Process_2023	Positive Regulation Of Killing Of Cells Of Another Organism (GO:0051712)	2/5	7.062749e-04	2.479025e-02	0	0	7.867857e+01	5.708528e+02	NOS2;SYK
GO_Biological_Process_2023	Calcium-Mediated Signaling (GO:0019722)	5/85	7.929114e-04	2.715238e-02	0	0	7.481061e+00	5.341327e+01	LAT2;PTPRC;CXCR4;CCR5;SELE
GO_Biological_Process_2023	Negative Regulation Of Cytokine Production (GO:0001818)	7/178	8.367407e-04	2.797105e-02	0	0	4.937143e+00	3.498458e+01	SRGN;CD274;CD84;NMB;PTPRC;FN1;NCKAP1L
GO_Biological_Process_2023	Circulatory System Development (GO:0072359)	6/132	9.349954e-04	3.052869e-02	0	0	5.721254e+00	3.990557e+01	CDH5;GJA5;NOTCH4;FN1;PCSK5;TGFBR1
GO_Biological_Process_2023	Positive Regulation Of B Cell Activation (GO:0050871)	4/52	9.926144e-04	3.167342e-02	0	0	9.930723e+00	6.867262e+01	SPI1;PTPRC;SYK;NCKAP1L
GO_Biological_Process_2023	Positive Regulation Of Cell Killing (GO:0031343)	2/6	1.053494e-03	3.186181e-02	0	0	5.900595e+01	4.045238e+02	NOS2;SYK
GO_Biological_Process_2023	Interleukin-3-Mediated Signaling Pathway (GO:0038156)	2/6	1.053494e-03	3.186181e-02	0	0	5.900595e+01	4.045238e+02	FCER1G;SYK
GO_Biological_Process_2023	Blood Vessel Morphogenesis (GO:0048514)	4/53	1.066599e-03	3.186181e-02	0	0	9.727563e+00	6.656844e+01	SYK;GJA5;HAS2;TGFBR1
GO_Biological_Process_2023	Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	8/244	1.176450e-03	3.395832e-02	0	0	4.100021e+00	2.765568e+01	DUSP4;PTPRC;SYK;PDGFC;FN1;CHI3L1;MT3;ICAM1
GO_Biological_Process_2023	Regulation Of Endothelial Cell Proliferation (GO:0001936)	5/93	1.189759e-03	3.395832e-02	0	0	6.798209e+00	4.577917e+01	ITGB3;VASH2;PIK3CD;SULF1;TGFBR1
GO_Biological_Process_2023	Osteoclast Differentiation (GO:0030316)	3/25	1.209342e-03	3.395832e-02	0	0	1.617420e+01	1.086531e+02	DCSTAMP;SNX10;OSCAR
GO_Biological_Process_2023	Regulation Of Cell Adhesion (GO:0030155)	6/144	1.464120e-03	3.614540e-02	0	0	5.220573e+00	3.407207e+01	PLXND1;IBSP;PDE3B;RAC2;CXCR4;RND1
GO_Biological_Process_2023	Natural Killer Cell Differentiation (GO:0001779)	2/7	1.466656e-03	3.614540e-02	0	0	4.720238e+01	3.079847e+02	PTPRC;PIK3CD
GO_Biological_Process_2023	Negative Regulation Of T Cell Mediated Cytotoxicity (GO:0001915)	2/7	1.466656e-03	3.614540e-02	0	0	4.720238e+01	3.079847e+02	PTPRC;NCKAP1L
GO_Biological_Process_2023	Regulation Of Phagocytosis (GO:0050764)	4/58	1.495377e-03	3.614540e-02	0	0	8.824632e+00	5.740756e+01	FCER1G;PTPRC;SYK;DYSF
GO_Biological_Process_2023	Renal System Development (GO:0072001)	4/58	1.495377e-03	3.614540e-02	0	0	8.824632e+00	5.740756e+01	HAS2;SULF1;PCSK5;TGFBR1
GO_Biological_Process_2023	Glycosaminoglycan Biosynthetic Process (GO:0006024)	4/58	1.495377e-03	3.614540e-02	0	0	8.824632e+00	5.740756e+01	GALNT5;CHST11;CHSY1;HAS2
GO_Biological_Process_2023	Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162)	5/98	1.502729e-03	3.614540e-02	0	0	6.431085e+00	4.180509e+01	SYK;PDGFC;DIO2;ALPL;CXCR4
GO_Biological_Process_2023	T Cell Activation Involved In Immune Response (GO:0002286)	3/27	1.518931e-03	3.614540e-02	0	0	1.482485e+01	9.620955e+01	FCER1G;LCP1;ICAM1
GO_Biological_Process_2023	Cortical Cytoskeleton Organization (GO:0030865)	3/27	1.518931e-03	3.614540e-02	0	0	1.482485e+01	9.620955e+01	FHOD1;NCKAP1L;LCP1
GO_Biological_Process_2023	Chordate Embryonic Development (GO:0043009)	4/59	1.593622e-03	3.729076e-02	0	0	8.663746e+00	5.580965e+01	SULF1;PCSK5;TGFBR1;DACT1
GO_Biological_Process_2023	Positive Regulation Of Fibroblast Proliferation (GO:0048146)	3/28	1.690647e-03	3.891261e-02	0	0	1.423114e+01	9.083228e+01	MYC;PDGFC;FN1
GO_Biological_Process_2023	Regulation Of Angiogenesis (GO:0045765)	7/205	1.888952e-03	4.266030e-02	0	0	4.258041e+00	2.670529e+01	CDH5;PLXND1;PDE3B;VASH2;PIK3CD;CHI3L1;SULF1
GO_Biological_Process_2023	Regulation Of Neutrophil Migration (GO:1902622)	2/8	1.944629e-03	4.266030e-02	0	0	3.933333e+01	2.455456e+02	RAC2;NCKAP1L
GO_Biological_Process_2023	Positive Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071639)	2/8	1.944629e-03	4.266030e-02	0	0	3.933333e+01	2.455456e+02	CD84;SYK
GO_Biological_Process_2023	Positive Regulation Of T Cell Proliferation (GO:0042102)	4/65	2.279061e-03	4.829725e-02	0	0	7.809204e+00	4.751113e+01	CD274;PTPRC;SYK;NCKAP1L
GO_Biological_Process_2023	Response To Tumor Necrosis Factor (GO:0034612)	5/108	2.304783e-03	4.829725e-02	0	0	5.803766e+00	3.524493e+01	DCSTAMP;CHI3L1;HAS2;ADAMTS12;SELE
GO_Biological_Process_2023	Positive Regulation Of Metabolic Process (GO:0009893)	5/108	2.304783e-03	4.829725e-02	0	0	5.803766e+00	3.524493e+01	SYK;PDGFC;DIO2;ALPL;CXCR4
GO_Biological_Process_2023	Regulation Of Wnt Signaling Pathway (GO:0030111)	5/109	2.399273e-03	4.868271e-02	0	0	5.747669e+00	3.467333e+01	SFRP4;WIF1;SULF1;CDK14;DACT1
GO_Biological_Process_2023	Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001910)	2/9	2.486294e-03	4.868271e-02	0	0	3.371259e+01	2.021731e+02	NOS2;ICAM1
GO_Biological_Process_2023	Response To Interleukin-4 (GO:0070670)	2/9	2.486294e-03	4.868271e-02	0	0	3.371259e+01	2.021731e+02	DCSTAMP;RUFY4
GO_Biological_Process_2023	Positive Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030949)	2/9	2.486294e-03	4.868271e-02	0	0	3.371259e+01	2.021731e+02	ITGB3;MT3
GO_Biological_Process_2023	Response To Lipid (GO:0033993)	5/110	2.496549e-03	4.868271e-02	0	0	5.692641e+00	3.411512e+01	SYK;NOS2;SPP1;ALPL;SELE
GO_Biological_Process_2023	Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628)	3/33	2.729510e-03	5.249634e-02	0	0	1.185629e+01	6.999517e+01	SYK;PDE3B;NCKAP1L
GO_Biological_Process_2023	Negative Regulation Of Interleukin-6 Production (GO:0032715)	3/34	2.975127e-03	5.635231e-02	0	0	1.147325e+01	6.674525e+01	CD84;NMB;NCKAP1L
GO_Biological_Process_2023	Phosphate Ion Transmembrane Transport (GO:0035435)	2/10	3.090547e-03	5.635231e-02	0	0	2.949702e+01	1.704753e+02	SLC37A2;XPR1
GO_Biological_Process_2023	Response To Sterol (GO:0036314)	2/10	3.090547e-03	5.635231e-02	0	0	2.949702e+01	1.704753e+02	CCR5;TGFBR1
GO_Biological_Process_2023	Signal Release (GO:0023061)	2/10	3.090547e-03	5.635231e-02	0	0	2.949702e+01	1.704753e+02	NOS2;PCSK5
GO_Biological_Process_2023	Kidney Development (GO:0001822)	4/71	3.144563e-03	5.660213e-02	0	0	7.107714e+00	4.095522e+01	HAS2;SULF1;PCSK5;TGFBR1
GO_Biological_Process_2023	Endoderm Formation (GO:0001706)	3/35	3.233911e-03	5.675515e-02	0	0	1.111415e+01	6.372922e+01	DUSP4;ITGB2;FN1
GO_Biological_Process_2023	Macrophage Activation (GO:0042116)	3/35	3.233911e-03	5.675515e-02	0	0	1.111415e+01	6.372922e+01	SYK;ITGB2;DYSF
GO_Biological_Process_2023	Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071637)	2/11	3.756297e-03	6.132374e-02	0	0	2.621825e+01	1.464112e+02	CD84;SYK
GO_Biological_Process_2023	Neutrophil Activation Involved In Immune Response (GO:0002283)	2/11	3.756297e-03	6.132374e-02	0	0	2.621825e+01	1.464112e+02	FCER1G;SYK
GO_Biological_Process_2023	Positive Regulation Of Lipid Transport (GO:0032370)	2/11	3.756297e-03	6.132374e-02	0	0	2.621825e+01	1.464112e+02	NMB;ABCB4
GO_Biological_Process_2023	Macrophage Activation Involved In Immune Response (GO:0002281)	2/11	3.756297e-03	6.132374e-02	0	0	2.621825e+01	1.464112e+02	SYK;DYSF
GO_Biological_Process_2023	Regulation Of Adipose Tissue Development (GO:1904177)	2/11	3.756297e-03	6.132374e-02	0	0	2.621825e+01	1.464112e+02	SPI1;LCP1
GO_Biological_Process_2023	Regulation Of Cell Activation (GO:0050865)	2/11	3.756297e-03	6.132374e-02	0	0	2.621825e+01	1.464112e+02	FCER1G;SYK
GO_Biological_Process_2023	Regulation Of BMP Signaling Pathway (GO:0030510)	4/75	3.831952e-03	6.183977e-02	0	0	6.705922e+00	3.731431e+01	CDH5;SFRP4;SULF1;CHRDL1
GO_Biological_Process_2023	Nervous System Development (GO:0007399)	10/433	4.016109e-03	6.367325e-02	0	0	2.867465e+00	1.582107e+01	PLXND1;PDGFC;ST8SIA4;FN1;CXCR4;SPOCK1;FAT4;MDGA1;TGFBR1;DACT1
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)	5/123	4.036267e-03	6.367325e-02	0	0	5.062147e+00	2.790476e+01	MYC;ITGB3;VASH2;PIK3CD;TGFBR1
GO_Biological_Process_2023	Positive Regulation Of Endothelial Cell Proliferation (GO:0001938)	4/77	4.211013e-03	6.569180e-02	0	0	6.521538e+00	3.567315e+01	ITGB3;VASH2;PIK3CD;TGFBR1
GO_Biological_Process_2023	Positive Regulation Of Lymphocyte Differentiation (GO:0045621)	3/39	4.405005e-03	6.682780e-02	0	0	9.877246e+00	5.358419e+01	SPI1;SYK;NCKAP1L
GO_Biological_Process_2023	Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760)	4/78	4.409704e-03	6.682780e-02	0	0	6.433084e+00	3.489271e+01	CD84;PTPRC;SYK;LCP1
GO_Biological_Process_2023	Phosphate Ion Homeostasis (GO:0055062)	2/12	4.482468e-03	6.682780e-02	0	0	2.359524e+01	1.275932e+02	SFRP4;XPR1
GO_Biological_Process_2023	Positive Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002888)	2/12	4.482468e-03	6.682780e-02	0	0	2.359524e+01	1.275932e+02	SPI1;ITGB2
GO_Biological_Process_2023	Regulation Of Inflammatory Response (GO:0050727)	7/240	4.521824e-03	6.682780e-02	0	0	3.611970e+00	1.950045e+01	CDH5;NFKBIZ;LCP1;ADAMTS12;PIK3AP1;PLA2G7;SELE
GO_Biological_Process_2023	Cellular Response To Cytokine Stimulus (GO:0071345)	8/308	4.931404e-03	7.157856e-02	0	0	3.214815e+00	1.707752e+01	DCSTAMP;CSF3R;RUFY4;CHI3L1;CXCR4;HAS2;AKAP6;ADAMTS12
GO_Biological_Process_2023	Phosphate-Containing Compound Metabolic Process (GO:0006796)	6/184	4.945243e-03	7.157856e-02	0	0	4.039189e+00	2.144538e+01	DUSP4;PTPRC;ALPL;PIK3CD;LCP1;PLCB2
GO_Biological_Process_2023	Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557)	4/82	5.267602e-03	7.251242e-02	0	0	6.101946e+00	3.201191e+01	CD84;PTPRC;SYK;LCP1
GO_Biological_Process_2023	Regulation Of Leukocyte Migration (GO:0002685)	2/13	5.267997e-03	7.251242e-02	0	0	2.144913e+01	1.125244e+02	RAC2;NCKAP1L
GO_Biological_Process_2023	Chondroitin Sulfate Biosynthetic Process (GO:0030206)	2/13	5.267997e-03	7.251242e-02	0	0	2.144913e+01	1.125244e+02	CHST11;CHSY1
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Degranulation (GO:0043302)	2/13	5.267997e-03	7.251242e-02	0	0	2.144913e+01	1.125244e+02	SYK;ITGB2
GO_Biological_Process_2023	Positive Regulation Of Superoxide Anion Generation (GO:0032930)	2/13	5.267997e-03	7.251242e-02	0	0	2.144913e+01	1.125244e+02	SYK;ITGB2
GO_Biological_Process_2023	Ceramide Biosynthetic Process (GO:0046513)	3/42	5.431541e-03	7.403770e-02	0	0	9.116076e+00	4.754519e+01	ST8SIA4;SGMS2;ST6GALNAC5
GO_Biological_Process_2023	Response To Interleukin-1 (GO:0070555)	4/85	5.979725e-03	7.800922e-02	0	0	5.875056e+00	3.007665e+01	CHI3L1;HAS2;ADAMTS12;SELE
GO_Biological_Process_2023	Integrin-Mediated Signaling Pathway (GO:0007229)	4/85	5.979725e-03	7.800922e-02	0	0	5.875056e+00	3.007665e+01	SYK;ITGB3;ITGB2;FN1
GO_Biological_Process_2023	COPII-coated Vesicle Cargo Loading (GO:0090110)	2/14	6.111833e-03	7.800922e-02	0	0	1.966071e+01	1.002211e+02	SEC23A;SEC24D
GO_Biological_Process_2023	Regulation Of Leukocyte Activation (GO:0002694)	2/14	6.111833e-03	7.800922e-02	0	0	1.966071e+01	1.002211e+02	CD84;GPR137B
GO_Biological_Process_2023	Regulation Of Mast Cell Degranulation (GO:0043304)	2/14	6.111833e-03	7.800922e-02	0	0	1.966071e+01	1.002211e+02	CD84;SYK
GO_Biological_Process_2023	Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000050)	2/14	6.111833e-03	7.800922e-02	0	0	1.966071e+01	1.002211e+02	SFRP4;DACT1
GO_Biological_Process_2023	Regulation Of Superoxide Anion Generation (GO:0032928)	2/14	6.111833e-03	7.800922e-02	0	0	1.966071e+01	1.002211e+02	SYK;ITGB2
GO_Biological_Process_2023	Natural Killer Cell Activation (GO:0030101)	3/45	6.590327e-03	8.335873e-02	0	0	8.463644e+00	4.250571e+01	PTPRC;PIK3CD;CD244
GO_Biological_Process_2023	Regulation Of Endothelial Cell Migration (GO:0010594)	4/88	6.753232e-03	8.465659e-02	0	0	5.664372e+00	2.830902e+01	ITGB3;PIK3CD;STC1;ADAMTS9
GO_Biological_Process_2023	Regulation Of Fibroblast Proliferation (GO:0048145)	3/46	7.006692e-03	8.488079e-02	0	0	8.266397e+00	4.100869e+01	MYC;PDGFC;FN1
GO_Biological_Process_2023	Regulation Of Monocyte Differentiation (GO:0045655)	2/15	7.012942e-03	8.488079e-02	0	0	1.814744e+01	9.001124e+01	DCSTAMP;MYC
GO_Biological_Process_2023	Dendritic Cell Chemotaxis (GO:0002407)	2/15	7.012942e-03	8.488079e-02	0	0	1.814744e+01	9.001124e+01	CXCR4;CCR5
GO_Biological_Process_2023	Ganglioside Biosynthetic Process (GO:0001574)	2/15	7.012942e-03	8.488079e-02	0	0	1.814744e+01	9.001124e+01	ST8SIA4;ST6GALNAC5
GO_Biological_Process_2023	Proteolysis (GO:0006508)	8/330	7.374729e-03	8.849675e-02	0	0	2.991795e+00	1.468880e+01	SRGN;ADAMTS3;ADAMTS18;VASH2;CXCR4;ADAMTS12;PCSK5;ADAMTS9
GO_Biological_Process_2023	Positive Regulation Of TOR Signaling (GO:0032008)	3/47	7.438339e-03	8.850363e-02	0	0	8.078116e+00	3.959172e+01	NCKAP1L;GPR137B;LAMTOR5
GO_Biological_Process_2023	Positive Regulation Of Signal Transduction (GO:0009967)	7/266	7.812412e-03	9.217333e-02	0	0	3.245067e+00	1.574520e+01	PTPRC;ADAMTS3;ITGB3;SULF1;MT3;TGFBR1;DACT1
GO_Biological_Process_2023	Chondroitin Sulfate Metabolic Process (GO:0030204)	2/16	7.970301e-03	9.248184e-02	0	0	1.685034e+01	8.142140e+01	CHST11;CHSY1
GO_Biological_Process_2023	Vasculature Development (GO:0001944)	2/16	7.970301e-03	9.248184e-02	0	0	1.685034e+01	8.142140e+01	CDH5;NOTCH4
GO_Biological_Process_2023	Regulation Of Cold-Induced Thermogenesis (GO:0120161)	5/146	8.251958e-03	9.452079e-02	0	0	4.231464e+00	2.029962e+01	SYK;PDGFC;DIO2;ALPL;CXCR4
GO_Biological_Process_2023	Neurogenesis (GO:0022008)	3/49	8.347990e-03	9.452079e-02	0	0	7.726113e+00	3.697513e+01	CXCR4;SPOCK1;FAT4
GO_Biological_Process_2023	Heterophilic Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0007157)	3/49	8.347990e-03	9.452079e-02	0	0	7.726113e+00	3.697513e+01	FAT4;SELE;ICAM1
GO_Biological_Process_2023	T Cell Receptor Signaling Pathway (GO:0050852)	4/95	8.808710e-03	9.701530e-02	0	0	5.226797e+00	2.473328e+01	PTPRC;NFKBIZ;PIK3CD;LCP2
GO_Biological_Process_2023	Cell Junction Assembly (GO:0034329)	4/95	8.808710e-03	9.701530e-02	0	0	5.226797e+00	2.473328e+01	CDH5;PLXND1;CDH11;FN1
GO_Biological_Process_2023	Negative Regulation Of Leukocyte Activation (GO:0002695)	2/17	8.982898e-03	9.701530e-02	0	0	1.572619e+01	7.410861e+01	CD84;FN1
GO_Biological_Process_2023	Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)	2/17	8.982898e-03	9.701530e-02	0	0	1.572619e+01	7.410861e+01	SYK;NCKAP1L
GO_Biological_Process_2023	Positive Regulation Of Glial Cell Differentiation (GO:0045687)	2/17	8.982898e-03	9.701530e-02	0	0	1.572619e+01	7.410861e+01	SERPINE2;CXCR4
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904996)	2/17	8.982898e-03	9.701530e-02	0	0	1.572619e+01	7.410861e+01	ITGB2;SELE
GO_Biological_Process_2023	Receptor Internalization (GO:0031623)	3/51	9.320226e-03	9.989005e-02	0	0	7.403443e+00	3.461530e+01	FCER1G;SYK;ITGB2
GO_Biological_Process_2023	Neutrophil Activation (GO:0042119)	2/18	1.004974e-02	1.022452e-01	0	0	1.474256e+01	6.781885e+01	FCER1G;SYK
GO_Biological_Process_2023	Regulation Of Ventricular Cardiac Muscle Cell Membrane Repolarization (GO:0060307)	2/18	1.004974e-02	1.022452e-01	0	0	1.474256e+01	6.781885e+01	KCNE4;GJA5
GO_Biological_Process_2023	Response To Cholesterol (GO:0070723)	2/18	1.004974e-02	1.022452e-01	0	0	1.474256e+01	6.781885e+01	CCR5;TGFBR1
GO_Biological_Process_2023	Dendritic Cell Migration (GO:0036336)	2/18	1.004974e-02	1.022452e-01	0	0	1.474256e+01	6.781885e+01	CXCR4;CCR5
GO_Biological_Process_2023	Positive Regulation Of Interleukin-4 Production (GO:0032753)	2/18	1.004974e-02	1.022452e-01	0	0	1.474256e+01	6.781885e+01	FCER1G;SYK
GO_Biological_Process_2023	Positive Regulation Of Neutrophil Chemotaxis (GO:0090023)	2/18	1.004974e-02	1.022452e-01	0	0	1.474256e+01	6.781885e+01	RAC2;NCKAP1L
