Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Visual System Development (GO:0150063)	2/41	4.744723e-02	2.118060e-01	0	0	6.041209e+00	1.841443e+01	ADAMTS18;CHRDL1
GO_Biological_Process_2023	Positive Regulation Of MAPK Cascade (GO:0043410)	6/310	4.949312e-02	2.118060e-01	0	0	2.349888e+00	7.063578e+00	PTPRC;PDGFC;CHI3L1;MT3;TGFBR1;ICAM1
GO_Biological_Process_2023	Branching Morphogenesis Of An Epithelial Tube (GO:0048754)	2/42	4.954801e-02	2.118060e-01	0	0	5.889881e+00	1.769799e+01	NOTCH4;MYC
GO_Biological_Process_2023	Regulation Of Macromolecule Metabolic Process (GO:0060255)	4/162	4.968154e-02	2.118060e-01	0	0	3.000153e+00	9.006823e+00	PTPRC;PEG3;MYC;NFKBIZ
GO_Biological_Process_2023	Regulation Of Defense Response (GO:0031347)	3/97	4.983424e-02	2.118060e-01	0	0	3.771691e+00	1.131150e+01	ADAMTS12;PIK3AP1;SELE
GO_Biological_Process_2023	AV Node Cell To Bundle Of His Cell Communication (GO:0086067)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	GJA5
GO_Biological_Process_2023	Negative Regulation Of Low-Density Lipoprotein Receptor Activity (GO:1905598)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	ITGB3
GO_Biological_Process_2023	Negative Regulation Of Plasminogen Activation (GO:0010757)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	SERPINE2
GO_Biological_Process_2023	Regulation Of Inositol Phosphate Biosynthetic Process (GO:0010919)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	CD244
GO_Biological_Process_2023	TRAIL-activated Apoptotic Signaling Pathway (GO:0036462)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	SPI1
GO_Biological_Process_2023	Negative Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070303)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	MYC
GO_Biological_Process_2023	Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class I (GO:0042590)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	FCER1G
GO_Biological_Process_2023	Regulation Of Myosin-Light-Chain-Phosphatase Activity (GO:0035507)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	NCKAP1L
GO_Biological_Process_2023	Regulation Of Phospholipid Transport (GO:2001138)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	ABCB4
GO_Biological_Process_2023	Regulation Of Pyruvate Dehydrogenase Activity (GO:1904182)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	PPM1H
GO_Biological_Process_2023	Regulation Of Respiratory Gaseous Exchange (GO:0043576)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	NMB
GO_Biological_Process_2023	Regulation Of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905063)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	NFATC1
GO_Biological_Process_2023	Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0014808)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	CCR5
GO_Biological_Process_2023	Positive Regulation Of T-helper 17 Cell Differentiation (GO:2000321)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	NFKBIZ
GO_Biological_Process_2023	Delamination (GO:0060232)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	SPI1
GO_Biological_Process_2023	Positive Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000343)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	LCP1
GO_Biological_Process_2023	Smooth Muscle Cell Migration (GO:0014909)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	ITGB3
GO_Biological_Process_2023	Positive Regulation Of Kidney Development (GO:0090184)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	MYC
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Tethering Or Rolling (GO:1903238)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	SELE
GO_Biological_Process_2023	Gap Junction Assembly (GO:0016264)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	GJA5
GO_Biological_Process_2023	Positive Regulation Of Necrotic Cell Death (GO:0010940)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	MT3
GO_Biological_Process_2023	Hyaluronan Biosynthetic Process (GO:0030213)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	HAS2
GO_Biological_Process_2023	Lymphoid Progenitor Cell Differentiation (GO:0002320)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	SPI1
GO_Biological_Process_2023	Mitotic Nuclear Membrane Disassembly (GO:0007077)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	NEK6
GO_Biological_Process_2023	Receptor-Mediated Virion Attachment To Host Cell (GO:0046813)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	ICAM1
GO_Biological_Process_2023	Regulation Of TORC2 Signaling (GO:1903939)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	NCKAP1L
GO_Biological_Process_2023	Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050854)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	PTPRC
GO_Biological_Process_2023	Regulation Of Cell Adhesion Molecule Production (GO:0060353)	1/6	4.993433e-02	2.118060e-01	0	0	2.346154e+01	7.031532e+01	NOTCH4
GO_Biological_Process_2023	MAPK Cascade (GO:0000165)	3/98	5.109842e-02	2.140455e-01	0	0	3.731800e+00	1.109838e+01	MYC;CCR5;MT3
GO_Biological_Process_2023	Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)	3/98	5.109842e-02	2.140455e-01	0	0	3.731800e+00	1.109838e+01	CDH5;SYK;LCP1
GO_Biological_Process_2023	Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)	2/43	5.168193e-02	2.140455e-01	0	0	5.745935e+00	1.702318e+01	CDH5;ICAM1
GO_Biological_Process_2023	Skeletal System Morphogenesis (GO:0048705)	2/43	5.168193e-02	2.140455e-01	0	0	5.745935e+00	1.702318e+01	SFRP4;TGFBR1
GO_Biological_Process_2023	Positive Regulation Of miRNA Transcription (GO:1902895)	2/43	5.168193e-02	2.140455e-01	0	0	5.745935e+00	1.702318e+01	SPI1;MYC
GO_Biological_Process_2023	Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260)	2/43	5.168193e-02	2.140455e-01	0	0	5.745935e+00	1.702318e+01	SFRP4;SELE
GO_Biological_Process_2023	Positive Regulation Of Stress Fiber Assembly (GO:0051496)	2/43	5.168193e-02	2.140455e-01	0	0	5.745935e+00	1.702318e+01	FHOD1;TGFBR1
GO_Biological_Process_2023	Lysosome Organization (GO:0007040)	2/43	5.168193e-02	2.140455e-01	0	0	5.745935e+00	1.702318e+01	GNPTAB;ARSB
GO_Biological_Process_2023	Supramolecular Fiber Organization (GO:0097435)	6/316	5.337359e-02	2.150509e-01	0	0	2.303698e+00	6.750847e+00	ADAMTS3;COL2A1;COL11A2;RAC2;TGFBR1;RND1
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	2/44	5.384825e-02	2.150509e-01	0	0	5.608844e+00	1.638671e+01	ITGB2;HAS2
GO_Biological_Process_2023	Regulation Of B Cell Proliferation (GO:0030888)	2/44	5.384825e-02	2.150509e-01	0	0	5.608844e+00	1.638671e+01	PTPRC;NCKAP1L
GO_Biological_Process_2023	Regulation Of Cell-Substrate Adhesion (GO:0010810)	2/44	5.384825e-02	2.150509e-01	0	0	5.608844e+00	1.638671e+01	RAC2;SPOCK1
GO_Biological_Process_2023	Regulation Of Protein Modification Process (GO:0031399)	2/45	5.604630e-02	2.150509e-01	0	0	5.478128e+00	1.578565e+01	CDH5;FN1
GO_Biological_Process_2023	Calcium Ion Homeostasis (GO:0055074)	3/102	5.630939e-02	2.150509e-01	0	0	3.580294e+00	1.030013e+01	CDH5;STC1;ALPL
GO_Biological_Process_2023	Regulation Of Dopamine Metabolic Process (GO:0042053)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	ITGB2
GO_Biological_Process_2023	Regulation Of Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:1905005)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	TGFBR1
GO_Biological_Process_2023	Negative Regulation Of Microglial Cell Activation (GO:1903979)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	PTPRC
GO_Biological_Process_2023	Regulation Of Leukocyte Degranulation (GO:0043300)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	SYK
GO_Biological_Process_2023	Regulation Of Lipase Activity (GO:0060191)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	PCSK5
GO_Biological_Process_2023	Regulation Of Lipoprotein Metabolic Process (GO:0050746)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	ITGB3
GO_Biological_Process_2023	Regulation Of Lymphocyte Apoptotic Process (GO:0070228)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	CD274
GO_Biological_Process_2023	Negative Regulation Of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905064)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	NFATC1
GO_Biological_Process_2023	Arginine Catabolic Process (GO:0006527)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	NOS2
GO_Biological_Process_2023	Cardiac Atrium Development (GO:0003230)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	GJA5
GO_Biological_Process_2023	Peptidyl-Proline Hydroxylation To 4-hydroxy-L-proline (GO:0018401)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	P4HA1
GO_Biological_Process_2023	Platelet Activating Factor Metabolic Process (GO:0046469)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	PLA2G7
GO_Biological_Process_2023	Cellular Response To Leptin Stimulus (GO:0044320)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	MT3
GO_Biological_Process_2023	Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	NCKAP1L
GO_Biological_Process_2023	Release Of Sequestered Calcium Ion Into Cytosol By Endoplasmic Reticulum (GO:1903514)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	CCR5
GO_Biological_Process_2023	Positive Regulation Of Astrocyte Differentiation (GO:0048711)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	SERPINE2
GO_Biological_Process_2023	Coronary Vasculature Morphogenesis (GO:0060977)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	TGFBR1
GO_Biological_Process_2023	Positive Regulation Of Calcium Ion Import (GO:0090280)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	STC1
GO_Biological_Process_2023	Positive Regulation Of Cardiac Epithelial To Mesenchymal Transition (GO:0062043)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	TGFBR1
GO_Biological_Process_2023	Positive Regulation Of Cell Migration By Vascular Endothelial Growth Factor Signaling Pathway (GO:0038089)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	PIK3CD
GO_Biological_Process_2023	Positive Regulation Of Epithelial Tube Formation (GO:1905278)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	PIK3CD
GO_Biological_Process_2023	Sulfur Amino Acid Biosynthetic Process (GO:0000097)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	CDO1
GO_Biological_Process_2023	Positive Regulation Of Isomerase Activity (GO:0010912)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	ITGB2
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Differentiation (GO:1902107)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	NCKAP1L
GO_Biological_Process_2023	Taurine Metabolic Process (GO:0019530)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	CDO1
GO_Biological_Process_2023	Positive Regulation Of Myeloid Cell Apoptotic Process (GO:0033034)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	PIK3CD
GO_Biological_Process_2023	Ventricular Trabecula Myocardium Morphogenesis (GO:0003222)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	TGFBR1
GO_Biological_Process_2023	Very-Low-Density Lipoprotein Particle Remodeling (GO:0034372)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	LCP1
GO_Biological_Process_2023	Leukocyte Aggregation (GO:0070486)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	RAC2
GO_Biological_Process_2023	Protein Retention In ER Lumen (GO:0006621)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	KDELR2
GO_Biological_Process_2023	Mitral Valve Development (GO:0003174)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	GJA5
GO_Biological_Process_2023	Regulation Of CD8-positive, Alpha-Beta T Cell Differentiation (GO:0043376)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	NCKAP1L
GO_Biological_Process_2023	Regulation Of Alpha-Beta T Cell Proliferation (GO:0046640)	1/7	5.801229e-02	2.150509e-01	0	0	1.955030e+01	5.566165e+01	SYK
GO_Biological_Process_2023	Regulation Of Interleukin-10 Production (GO:0032653)	2/46	5.827538e-02	2.150509e-01	0	0	5.353355e+00	1.521732e+01	CD274;SYK
GO_Biological_Process_2023	Negative Regulation Of Cellular Metabolic Process (GO:0031324)	2/46	5.827538e-02	2.150509e-01	0	0	5.353355e+00	1.521732e+01	ITGB3;MT3
GO_Biological_Process_2023	Heart Development (GO:0007507)	4/171	5.835783e-02	2.150509e-01	0	0	2.837169e+00	8.060856e+00	GJA5;FN1;PCSK5;TGFBR1
GO_Biological_Process_2023	Positive Regulation Of Inflammatory Response (GO:0050729)	3/104	5.900622e-02	2.168710e-01	0	0	3.509041e+00	9.930982e+00	NFKBIZ;LCP1;PLA2G7
GO_Biological_Process_2023	Negative Regulation Of MAPK Cascade (GO:0043409)	3/105	6.037715e-02	2.175935e-01	0	0	3.474463e+00	9.753319e+00	DUSP4;PTPRC;MYC
GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	2/47	6.053480e-02	2.175935e-01	0	0	5.234127e+00	1.467930e+01	NOTCH4;TGFBR1
GO_Biological_Process_2023	Oligosaccharide Metabolic Process (GO:0009311)	2/48	6.282391e-02	2.175935e-01	0	0	5.120083e+00	1.416942e+01	ST8SIA4;ST6GALNAC5
GO_Biological_Process_2023	Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379)	2/48	6.282391e-02	2.175935e-01	0	0	5.120083e+00	1.416942e+01	SYK;ITGB2
GO_Biological_Process_2023	Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)	2/48	6.282391e-02	2.175935e-01	0	0	5.120083e+00	1.416942e+01	DUSP4;PTPRC
GO_Biological_Process_2023	Positive Regulation Of T Cell Activation (GO:0050870)	3/107	6.316359e-02	2.175935e-01	0	0	3.407301e+00	9.411058e+00	CD274;PTPRC;NCKAP1L
GO_Biological_Process_2023	Positive Regulation Of miRNA Metabolic Process (GO:2000630)	2/49	6.514204e-02	2.175935e-01	0	0	5.010892e+00	1.368567e+01	SPI1;MYC
GO_Biological_Process_2023	Negative Regulation Of T Cell Activation (GO:0050868)	2/49	6.514204e-02	2.175935e-01	0	0	5.010892e+00	1.368567e+01	CD274;NCKAP1L
GO_Biological_Process_2023	Positive Regulation Of Wnt Signaling Pathway (GO:0030177)	3/109	6.600881e-02	2.175935e-01	0	0	3.342673e+00	9.085275e+00	SFRP4;SULF1;DACT1
GO_Biological_Process_2023	Regulation Of Endothelial Cell Differentiation (GO:0045601)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	NOTCH4
GO_Biological_Process_2023	Regulation Of Generation Of Precursor Metabolites And Energy (GO:0043467)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	NOS2
GO_Biological_Process_2023	Negative Regulation Of Platelet Aggregation (GO:0090331)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	SERPINE2
GO_Biological_Process_2023	Regulation Of Interleukin-18 Production (GO:0032661)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	CD84
GO_Biological_Process_2023	Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902253)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	MYC
GO_Biological_Process_2023	Actin Filament Network Formation (GO:0051639)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	LCP1
GO_Biological_Process_2023	Negative Regulation Of Smooth Muscle Cell Differentiation (GO:0051151)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	NFATC1
GO_Biological_Process_2023	Regulation Of Necrotic Cell Death (GO:0010939)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	MT3
GO_Biological_Process_2023	Nuclear Membrane Disassembly (GO:0051081)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	NEK6
GO_Biological_Process_2023	Bundle Of His Cell To Purkinje Myocyte Communication (GO:0086069)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	GJA5
GO_Biological_Process_2023	Regulation Of Podosome Assembly (GO:0071801)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	LCP1
GO_Biological_Process_2023	Positive Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001187)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	NCKAP1L
GO_Biological_Process_2023	Cellular Response To Platelet-Derived Growth Factor Stimulus (GO:0036120)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	HAS2
GO_Biological_Process_2023	Regulation Of Urine Volume (GO:0035809)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	HAS2
GO_Biological_Process_2023	Complement Activation, Lectin Pathway (GO:0001867)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	MASP1
GO_Biological_Process_2023	Response To Vitamin (GO:0033273)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	SPP1
GO_Biological_Process_2023	Response To Vitamin D (GO:0033280)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	SPP1
GO_Biological_Process_2023	Selenocysteine Incorporation (GO:0001514)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	DIO2
GO_Biological_Process_2023	Semaphorin-Plexin Signaling Pathway Involved In Axon Guidance (GO:1902287)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	PLXND1
GO_Biological_Process_2023	Positive Regulation Of Inositol Phosphate Biosynthetic Process (GO:0060732)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	CD244
GO_Biological_Process_2023	Positive Regulation Of Mast Cell Degranulation (GO:0043306)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	SYK
GO_Biological_Process_2023	Positive Regulation Of Membrane Invagination (GO:1905155)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	NCKAP1L
GO_Biological_Process_2023	Translational Readthrough (GO:0006451)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	DIO2
GO_Biological_Process_2023	Glucosamine-Containing Compound Catabolic Process (GO:1901072)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	CHI3L1
GO_Biological_Process_2023	Triglyceride-Rich Lipoprotein Particle Remodeling (GO:0034370)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	LCP1
GO_Biological_Process_2023	Positive Regulation Of Sequestering Of Triglyceride (GO:0010890)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	LCP1
GO_Biological_Process_2023	Integrin Activation (GO:0033622)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	FN1
GO_Biological_Process_2023	Leptin-Mediated Signaling Pathway (GO:0033210)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	MT3
GO_Biological_Process_2023	Manganese Ion Transport (GO:0006828)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	SLC41A2
GO_Biological_Process_2023	Mesodermal Cell Differentiation (GO:0048333)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	ITGB3
GO_Biological_Process_2023	Monocyte Activation (GO:0042117)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	DYSF
GO_Biological_Process_2023	Regulation Of DNA Methylation (GO:0044030)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	MYC
GO_Biological_Process_2023	Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000095)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	DACT1
GO_Biological_Process_2023	Negative Regulation Of cAMP-mediated Signaling (GO:0043951)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	PDE3B
GO_Biological_Process_2023	Regulation Of Cell Killing (GO:0031341)	1/8	6.602197e-02	2.175935e-01	0	0	1.675655e+01	4.554041e+01	ICAM1
GO_Biological_Process_2023	Positive Regulation Of Cell Death (GO:0010942)	2/50	6.748853e-02	2.208716e-01	0	0	4.906250e+00	1.322626e+01	ITGB2;MT3
GO_Biological_Process_2023	Regulation Of TORC1 Signaling (GO:1903432)	2/50	6.748853e-02	2.208716e-01	0	0	4.906250e+00	1.322626e+01	GPR137B;LAMTOR5
GO_Biological_Process_2023	Negative Regulation Of Cell Projection Organization (GO:0031345)	2/50	6.748853e-02	2.208716e-01	0	0	4.906250e+00	1.322626e+01	SPOCK1;MT3
GO_Biological_Process_2023	Cytokine-Mediated Signaling Pathway (GO:0019221)	5/257	6.874826e-02	2.209476e-01	0	0	2.354257e+00	6.303061e+00	CSF3R;SPI1;FCER1G;SYK;MT3
GO_Biological_Process_2023	Mitotic Cell Cycle Phase Transition (GO:0044772)	3/111	6.891202e-02	2.209476e-01	0	0	3.280439e+00	8.774927e+00	MYC;CCNG1;CDK14
GO_Biological_Process_2023	Amide Biosynthetic Process (GO:0043604)	2/51	6.986275e-02	2.209476e-01	0	0	4.805879e+00	1.278952e+01	SGMS2;PCSK5
GO_Biological_Process_2023	Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)	2/51	6.986275e-02	2.209476e-01	0	0	4.805879e+00	1.278952e+01	FHOD1;TGFBR1
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912)	2/51	6.986275e-02	2.209476e-01	0	0	4.805879e+00	1.278952e+01	SPI1;NOS2
GO_Biological_Process_2023	Positive Regulation Of Cellular Component Organization (GO:0051130)	3/113	7.187241e-02	2.209476e-01	0	0	3.220468e+00	8.479051e+00	CDH5;SYK;TGFBR1
GO_Biological_Process_2023	Cardiac Muscle Tissue Development (GO:0048738)	2/52	7.226406e-02	2.209476e-01	0	0	4.709524e+00	1.237394e+01	GJA5;ADAMTS9
GO_Biological_Process_2023	Regulation Of Proteolysis (GO:0030162)	2/52	7.226406e-02	2.209476e-01	0	0	4.709524e+00	1.237394e+01	SERPINE2;GSAP
GO_Biological_Process_2023	B Cell Homeostasis (GO:0001782)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	NCKAP1L
GO_Biological_Process_2023	Negative Regulation Of Lipid Localization (GO:1905953)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	ITGB3
GO_Biological_Process_2023	Negative Regulation Of Protein Maturation (GO:1903318)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	SERPINE2
GO_Biological_Process_2023	Regulation Of Mast Cell Activation (GO:0033003)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	CD84
GO_Biological_Process_2023	Negative Regulation Of Transforming Growth Factor Beta Production (GO:0071635)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	FN1
GO_Biological_Process_2023	Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002886)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	SYK
GO_Biological_Process_2023	Neuron Remodeling (GO:0016322)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	RND1
GO_Biological_Process_2023	Carbohydrate Phosphorylation (GO:0046835)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	GNPTAB
GO_Biological_Process_2023	Regulation Of Protein Localization To Chromatin (GO:1905634)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	SPI1
GO_Biological_Process_2023	Peptidyl-Cysteine Modification (GO:0018198)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	NOS2
GO_Biological_Process_2023	Cell Differentiation In Spinal Cord (GO:0021515)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	MDGA1
GO_Biological_Process_2023	Phosphatidylcholine Catabolic Process (GO:0034638)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	PLA2G7
GO_Biological_Process_2023	Regulation Of Store-Operated Calcium Entry (GO:2001256)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	CD84
GO_Biological_Process_2023	Piecemeal Microautophagy Of The Nucleus (GO:0034727)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	SNX7
GO_Biological_Process_2023	Positive Regulation Of T Cell Apoptotic Process (GO:0070234)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	CD274
GO_Biological_Process_2023	Response To Platelet-Derived Growth Factor (GO:0036119)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	HAS2
GO_Biological_Process_2023	Positive Regulation Of Epidermis Development (GO:0045684)	1/9	7.396395e-02	2.209476e-01	0	0	1.466124e+01	3.818048e+01	SFRP4
